Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-3,3,32,0.124141,6.305851,1.5230124479166671,3524577
1-2,3,33,0.027469,7.133869,1.6531034479166664,5702886
1-1,3,28,0.00033,0.787197,1.4985295416666666,514228
1-4,3,31,0.164661,6.433174,1.5827307499999999,2178308
2-4,3,31,0.182354,1.489166,1.5991494375,2178308
2-3,3,29,0.083243,1.150373,1.6032578333333338,832039
2-2,3,27,0.032567,0.295096,1.6200863229166662,317810
2-1,3,25,0.000347,0.041557,1.5688150833333336,121392
3-4,3,34,0.134062,8.397929,1.471071041666667,9227464
3-3,3,31,0.083203,4.207236,1.563358510416667,2178308
3-2,3,27,0.03731,1.070183,1.5271517395833332,317810
3-1,3,32,0.000258,7.159316,1.6604441145833333,3524577
4-2,3,33,0.047308,3.75464,1.5501319895833332,5702886
4-1,3,29,0.000318,1.150292,1.6468546041666665,832039
4-3,3,26,0.11849,0.330868,1.5049164583333334,196417
4-4,3,30,0.154288,2.552068,1.503324958333333,1346268
5-3,3,33,0.103975,6.816215,1.4999090937500001,5702886
5-1,3,28,0.000259,0.790693,1.5045397916666667,514228
5-4,3,30,0.165081,3.608917,1.4468021874999994,1346268
5-2,3,32,0.027616,6.31354,1.5305943541666667,3524577
6-1,3,32,0.000334,3.975364,1.6389242187499997,3524577
6-4,3,25,0.226625,0.691878,1.4744388125000003,121392
6-2,3,28,0.041483,0.96539,1.497033604166667,514228
6-3,3,31,0.063855,3.534944,1.543629229166667,2178308
7-4,3,25,0.141891,0.200944,1.4947368854166663,121392
7-1,3,25,0.000299,0.037765,1.5220387708333336,121392
7-3,3,35,0.079261,7.549167,1.6326815520833333,14930351
7-2,3,32,0.038158,4.571146,1.548872333333333,3524577
8-2,3,34,0.040963,4.462699,1.43310578125,9227464
8-4,3,25,0.244596,0.214919,1.3908353229166666,121392
8-1,3,29,0.000325,1.259121,1.451248864583333,832039
8-3,3,30,0.147845,2.257343,1.5372117604166669,1346268
9-4,3,35,0.249134,4.388648,1.4307718645833336,14930351
9-3,3,27,0.122007,0.453333,1.4034579062499999,317810
9-2,3,25,0.040649,0.233956,1.38032871875,121392
9-1,3,29,0.000368,0.960967,1.4144418333333333,832039
