Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-3,3,29,0.08704,1.418809,1.5412027291666663,832039
1-2,3,27,0.036135,0.980086,1.5413540520833333,317810
1-1,3,34,0.000291,9.768376,1.5308110000000006,9227464
1-4,3,33,0.153268,8.64031,1.5081996666666664,5702886
2-4,3,35,0.209748,5.773749,1.509262125,14930351
2-3,3,27,0.128315,0.52588,1.40102378125,317810
2-2,3,29,0.046605,1.929993,1.3980451354166665,832039
2-1,3,30,0.000354,2.58818,1.3791521458333333,1346268
3-1,3,29,0.000361,1.025809,1.5593544583333332,832039
3-3,3,28,0.083925,0.816522,1.5329282916666664,514228
3-2,3,25,0.033,0.100734,1.5111608020833336,121392
3-4,3,28,0.301453,0.500657,1.5891067291666665,514228
4-3,3,28,0.085293,1.204473,1.4465409791666664,514228
4-4,3,34,0.126096,11.894929,1.5469810416666663,9227464
4-2,3,32,0.043926,7.960728,1.5019640729166666,3524577
4-1,3,33,0.000315,11.17483,1.5547096770833335,5702886
5-4,3,34,0.150242,2.833255,1.4886277500000002,9227464
5-2,3,25,0.040484,0.068566,1.4605660520833332,121392
5-3,3,27,0.114266,0.574518,1.547266875,317810
5-1,3,28,0.000331,0.696689,1.5192226666666668,514228
6-4,3,34,0.327598,6.560239,1.47208125,9227464
6-3,3,30,0.194813,4.689206,1.539320677083333,1346268
6-1,3,31,0.000326,4.505998,1.4533539270833336,2178308
6-2,3,31,0.04914,4.787705,1.5405097812500002,2178308
7-2,3,31,0.023837,1.207164,1.5018253125000003,2178308
7-3,3,25,0.046028,0.153671,1.437003770833333,121392
7-4,3,25,0.241051,0.30167,1.4823969895833335,121392
7-1,3,28,0.000332,0.688782,1.491068395833333,514228
8-4,3,27,0.310708,0.509569,1.4924376041666672,317810
8-1,3,30,0.000288,2.4541,1.420035479166667,1346268
8-2,3,32,0.036065,5.980334,1.582769354166667,3524577
8-3,3,35,0.142878,8.774711,1.5248270729166664,14930351
9-2,3,31,0.042339,5.232319,1.3715892395833331,2178308
9-4,3,30,0.271536,4.075152,1.3736025833333336,1346268
9-3,3,34,0.108596,12.030011,1.5024153749999998,9227464
9-1,3,35,0.000377,14.190916,1.4795930520833336,14930351
10-2,3,27,0.047837,0.477867,1.532433625,317810
10-3,3,30,0.108291,2.570746,1.4848554270833336,1346268
10-4,3,29,0.169396,1.874749,1.3884839479166668,832039
10-1,3,35,0.000446,6.075089,1.5864832500000003,14930351
11-2,3,28,0.044615,1.003883,1.5812847604166664,514228
11-4,3,30,0.197276,3.453957,1.5288145520833334,1346268
11-1,3,34,0.000323,14.550355,1.4773412187499997,9227464
11-3,3,34,0.115894,14.255823,1.4700555729166669,9227464
12-1,3,27,0.000381,0.291126,1.3647176354166668,317810
12-2,3,31,0.033055,4.31228,1.4728699166666666,2178308
12-4,3,30,0.185719,2.779565,1.4072687083333328,1346268
12-3,3,35,0.08906,7.457507,1.6751276145833343,14930351
13-3,3,32,0.055562,3.551649,1.643736520833333,3524577
13-1,3,25,0.000322,0.034362,1.5823972083333335,121392
13-2,3,25,0.028252,0.080036,1.4667689375,121392
13-4,3,31,0.096866,3.243292,1.5787944791666668,2178308
14-3,3,30,0.108316,3.704234,1.5982154166666667,1346268
14-4,3,33,0.14396,12.956364,1.5802247916666665,5702886
14-2,3,34,0.047196,18.016196,1.4501921875,9227464
14-1,3,34,0.000225,17.878836,1.5115540104166667,9227464
15-3,3,32,0.114902,10.844633,1.4782380416666665,3524577
15-2,3,35,0.043683,24.801119,1.5157397395833334,14930351
15-4,3,34,0.247161,22.083444,1.415978041666666,9227464
15-1,3,34,0.000339,23.851097,1.571334572916667,9227464
16-3,3,32,0.047974,2.376474,1.5036541145833335,3524577
16-1,3,29,0.000236,1.667372,1.4621849479166666,832039
16-4,3,27,0.112297,0.841906,1.4633348645833333,317810
16-2,3,28,0.022472,1.560026,1.459667885416667,514228
17-2,3,32,0.043696,4.27635,1.4833167812500005,3524577
17-3,3,31,0.120008,3.798666,1.5293774479166666,2178308
