Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-1,10,29,0.000327,2.398896,1.6102114062500001,832039
1-6,10,25,0.465322,0.92848,1.6375531666666667,121392
1-4,10,28,0.154975,1.584037,1.527760916666667,514228
1-9,10,25,0.841606,0.53961,1.5363935833333338,121392
1-11,10,25,1.495977,1.004249,1.55364103125,121392
1-8,10,28,0.724744,3.11922,1.4677466770833334,514228
1-3,10,28,0.104001,3.307297,1.5592509791666669,514228
1-5,10,29,0.348148,3.762521,1.5539536874999995,832039
1-7,10,32,0.5971,8.136512,1.4753261354166665,3524577
1-2,10,34,0.047948,11.440737,1.4640031249999998,9227464
1-10,10,32,1.090766,9.014025,1.5009220833333337,3524577
2-4,10,26,0.173252,1.408632,1.4396915000000001,196417
2-5,10,28,0.5139,3.517774,1.48373975,514228
2-7,10,26,0.915418,1.168438,1.3824435729166664,196417
2-10,10,25,1.464323,0.941915,1.5574487187499992,121392
2-8,10,26,1.123867,1.44166,1.4427806666666665,196417
2-11,10,30,1.68838,5.689604,1.4583225104166668,1346268
2-1,10,32,0.000328,12.576156,1.4105586041666662,3524577
2-9,10,31,1.337452,9.31974,1.4185518437500002,2178308
2-6,10,32,0.610573,12.247681,1.3597735729166671,3524577
2-2,10,32,0.047821,11.641644,1.3894564687499995,3524577
2-3,10,32,0.114004,12.417865,1.4794531041666663,3524577
3-1,10,25,0.000306,0.036183,1.61267584375,121392
3-4,10,25,0.124715,0.188849,1.55103540625,121392
3-8,10,26,0.424025,0.592737,1.3478881145833337,196417
3-5,10,25,0.202183,0.303372,1.44384534375,121392
3-7,10,25,0.350277,0.260903,1.5863330729166667,121392
3-2,10,27,0.036547,0.393674,1.5563342708333336,317810
3-6,10,27,0.258808,1.310389,1.4352256458333335,317810
3-10,10,34,0.664055,14.249491,1.4779968750000005,9227464
3-9,10,32,0.584026,10.056352,1.5552259999999998,3524577
3-3,10,32,0.072674,10.233739,1.5869468541666665,3524577
3-11,10,33,0.700069,13.248831,1.550748552083333,5702886
4-6,10,28,0.459992,2.971695,1.457878145833333,514228
4-5,10,25,0.336385,0.337679,1.531372947916667,121392
4-11,10,25,1.248022,0.49869,1.3792262708333336,121392
4-7,10,27,0.561674,1.270816,1.4492310416666667,317810
4-4,10,29,0.292284,4.576606,1.4469466458333333,832039
4-3,10,30,0.200808,6.358682,1.4629929479166668,1346268
4-10,10,30,1.055096,6.552194,1.4908412604166668,1346268
4-2,10,32,0.048402,11.774809,1.4077164583333335,3524577
4-1,10,33,0.000336,16.17868,1.5694811041666672,5702886
4-8,10,34,0.740513,18.212843,1.5445098645833335,9227464
4-9,10,33,0.943391,17.333239,1.68237559375,5702886
5-11,10,27,2.072326,1.829746,1.5061918958333336,317810
5-8,10,26,0.472554,2.054961,1.4762616979166663,196417
5-6,10,28,0.310084,3.590457,1.4573852395833329,514228
5-3,10,29,0.04062,4.314944,1.479262020833333,832039
5-5,10,31,0.137198,13.382535,1.5281844166666667,2178308
5-4,10,33,0.086517,22.271929,1.5496117395833338,5702886
5-7,10,33,0.391343,24.681029,1.4739649375,5702886
5-9,10,34,0.789867,33.88975,1.405729645833333,9227464
5-1,10,34,0.000324,36.028248,1.5822723645833332,9227464
5-10,10,35,1.102099,42.669813,1.51548378125,14930351
5-2,10,35,0.018959,43.440316,1.4805686041666666,14930351
6-10,10,26,1.118933,1.142619,1.5456819375000004,196417
6-4,10,26,0.149942,0.45269,1.4086921249999997,196417
6-9,10,26,0.808556,1.520794,1.6304049270833336,196417
6-1,10,29,0.000329,3.48858,1.6090275104166665,832039
6-5,10,29,0.183359,3.678395,1.6394758333333337,832039
6-3,10,29,0.099076,5.081403,1.533275604166667,832039
6-8,10,32,0.735642,14.229999,1.5495385,3524577
6-2,10,32,0.04308,13.373548,1.6547719375000003,3524577
6-6,10,35,0.453013,19.071463,1.6213152916666669,14930351
6-7,10,32,0.534443,13.916006,1.5432501145833328,3524577
6-11,10,33,1.248115,15.716974,1.6846966458333335,5702886
7-8,10,26,0.984598,1.618162,1.5825137812499996,196417
7-5,10,26,0.176467,0.756519,1.4401225625,196417
7-3,10,27,0.044335,1.378417,1.6185873958333334,317810
7-11,10,26,1.534698,0.892726,1.5906137500000002,196417
7-4,10,28,0.100274,2.370876,1.57096628125,514228
7-1,10,29,0.000379,3.564424,1.4689885312499997,832039
7-10,10,29,1.44877,3.206251,1.533110145833334,832039
7-7,10,29,0.582779,3.948133,1.5230366874999999,832039
7-9,10,34,1.234132,22.239381,1.520260229166667,9227464
7-2,10,35,0.019452,28.814906,1.6341555416666667,14930351
7-6,10,35,0.272808,27.900508,1.674516114583333,14930351
8-4,10,26,0.222652,0.918703,1.606047833333333,196417
8-3,10,26,0.090344,0.276191,1.596256375,196417
8-2,10,27,0.034279,1.015356,1.5852681875000005,317810
8-5,10,29,0.324509,5.069374,1.550574333333333,832039
8-7,10,29,0.435762,4.809268,1.5540788437500004,832039
8-9,10,30,0.573031,6.449976,1.4488702291666666,1346268
8-1,10,32,0.000339,11.946597,1.60167621875,3524577
8-6,10,33,0.38732,19.094926,1.5240259895833326,5702886
8-10,10,33,0.751096,18.519391,1.4979681458333332,5702886
8-8,10,35,0.532363,25.559676,1.5751470520833335,14930351
8-11,10,34,0.908383,23.383469,1.4528170104166669,9227464
9-7,10,26,0.547876,0.943509,1.4385919062500003,196417
9-1,10,26,0.000359,0.08482,1.4955027604166664,196417
9-4,10,26,0.250704,0.682958,1.416726239583333,196417
9-10,10,26,1.106638,1.319291,1.5542723125,196417
9-2,10,30,0.035178,5.834507,1.492529072916667,1346268
9-11,10,27,1.24987,1.225398,1.5585435729166663,317810
9-3,10,31,0.111109,8.358105,1.50297996875,2178308
9-8,10,31,0.625283,8.985937,1.4462247187499997,2178308
9-5,10,32,0.373344,11.316508,1.6328899375000003,3524577
9-9,10,34,0.855109,20.019474,1.5720398645833331,9227464
9-6,10,35,0.496156,21.608548,1.6100759270833331,14930351
10-2,10,28,0.034021,1.928618,1.4788210416666663,514228
10-3,10,26,0.186646,1.508396,1.4437292916666666,196417
10-10,10,26,1.086148,0.41081,1.414653833333333,196417
10-11,10,27,1.609395,0.955665,1.4370829062500003,317810
10-5,10,27,0.385358,1.88552,1.4548162812500003,317810
10-8,10,29,0.76141,3.489551,1.53741984375,832039
10-1,10,33,0.000338,19.91955,1.4512833645833327,5702886
10-6,10,33,0.407335,21.078011,1.6560477916666667,5702886
10-4,10,34,0.268111,30.163724,1.5820443854166673,9227464
10-7,10,35,0.589092,37.082893,1.5696500937499993,14930351
10-9,10,35,0.903967,36.608636,1.5440172812499997,14930351
11-7,10,26,0.743885,0.758051,1.4614890624999999,196417
11-6,10,26,0.616392,0.552044,1.4784175104166664,196417
11-9,10,26,1.370046,1.017888,1.5449373229166659,196417
11-5,10,27,0.270531,2.106044,1.5094293229166666,317810
11-8,10,25,0.997935,0.971132,1.4427635729166668,121392
11-10,10,28,1.476142,1.984756,1.4781799374999998,514228
11-11,10,26,1.54831,0.953136,1.4787566875000002,196417
11-4,10,30,0.153442,5.315062,1.5639726458333332,1346268
11-1,10,32,0.000258,8.269011,1.5021311770833337,3524577
11-3,10,33,0.056832,11.153685,1.4620869062499995,5702886
11-2,10,34,0.026162,12.420229,1.538845416666667,9227464
12-1,10,27,0.000315,0.151207,1.5343953020833334,317810
12-4,10,27,0.222996,0.475964,1.45743825,317810
12-6,10,25,0.803948,0.179226,1.5394755729166663,121392
12-3,10,27,0.129431,1.279638,1.6047127499999994,317810
12-10,10,27,1.132792,1.213045,1.5760861145833334,317810
12-7,10,29,0.899686,3.785204,1.54385496875,832039
12-2,10,31,0.048065,7.353281,1.5831075937499997,2178308
12-11,10,31,1.172409,9.280079,1.5998455208333335,2178308
12-5,10,33,0.741487,11.550444,1.4822881354166668,5702886
12-8,10,32,0.956596,10.66739,1.6160793020833337,3524577
12-9,10,32,1.014446,10.542258,1.5808263958333328,3524577
13-5,10,27,0.233583,1.09147,1.5825658020833335,317810
13-1,10,25,0.000403,0.053616,1.581818927083333,121392
13-11,10,26,1.254731,0.961962,1.5729695625000004,196417
13-2,10,25,0.028545,0.070143,1.5733941458333336,121392
13-9,10,26,0.69244,1.372039,1.5887092395833333,196417
13-7,10,27,0.368579,0.670673,1.5500875416666662,317810
13-8,10,28,0.563529,2.428247,1.6754690833333337,514228
13-6,10,28,0.310828,2.449679,1.634488916666667,514228
13-10,10,33,1.091416,10.226012,1.50496240625,5702886
13-3,10,32,0.069294,7.852539,1.5315925520833333,3524577
13-4,10,33,0.13529,10.763824,1.5188799999999998,5702886
14-8,10,26,0.719485,0.88283,1.5104643958333333,196417
14-6,10,27,0.554379,0.750314,1.5162116145833333,317810
14-3,10,25,0.142055,0.433751,1.5513842291666666,121392
14-9,10,26,0.912263,1.022881,1.5032946666666667,196417
14-10,10,29,0.988412,4.699871,1.5083300625,832039
14-2,10,30,0.035294,5.590306,1.501114375,1346268
14-4,10,30,0.208348,5.579853,1.4727228645833337,1346268
14-1,10,32,0.000327,11.006026,1.4975834583333332,3524577
14-7,10,33,0.5969,11.678383,1.3813337708333335,5702886
14-11,10,31,1.160862,8.572079,1.5259054166666666,2178308
14-5,10,32,0.396659,11.096106,1.366136916666667,3524577
15-2,10,25,0.041676,0.116369,1.4323011875,121392
15-4,10,25,0.17868,0.314475,1.4357601562499998,121392
15-8,10,26,0.591072,1.496195,1.4056053854166664,196417
15-9,10,25,0.651678,0.245612,1.4705961354166666,121392
15-7,10,27,0.498433,2.037723,1.4553531666666666,317810
15-5,10,29,0.230441,2.698878,1.4588869583333333,832039
15-1,10,31,0.000316,7.615423,1.4416485520833338,2178308
15-6,10,33,0.372681,16.210331,1.4290275416666671,5702886
15-11,10,33,1.597118,17.556449,1.482011895833333,5702886
15-10,10,35,0.912725,20.601527,1.6143130000000003,14930351
15-3,10,33,0.133318,18.429244,1.55057096875,5702886
16-5,10,29,0.209843,4.708117,1.4935172083333335,832039
16-4,10,30,0.113298,8.046195,1.4489301979166669,1346268
16-11,10,29,1.220987,7.944602,1.4347708958333334,832039
16-3,10,31,0.062406,14.210053,1.63774696875,2178308
16-8,10,31,0.69825,15.676084,1.5474828749999998,2178308
16-9,10,32,0.820054,18.336267,1.4248180624999998,3524577
