Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-8,10,28,0.403613,3.081932,1.380968125,514228
1-9,10,27,0.57742,2.792728,1.4558903854166672,317810
1-1,10,25,0.000265,0.048452,1.4844785416666673,121392
1-2,10,25,0.03226,0.071556,1.423128739583333,121392
1-11,10,29,0.935493,3.163345,1.426684052083333,832039
1-6,10,28,0.244095,2.654539,1.4167446354166668,514228
1-4,10,28,0.114418,3.245337,1.4417743541666665,514228
1-10,10,32,0.736299,11.696629,1.3740625104166673,3524577
1-5,10,32,0.156215,11.867152,1.3322346041666664,3524577
1-7,10,34,0.362724,20.203828,1.500189947916667,9227464
1-3,10,34,0.06428,20.384364,1.4367528854166667,9227464
2-3,10,26,0.116116,0.767837,1.4685960937500004,196417
2-11,10,26,1.088852,1.303741,1.3833346874999999,196417
2-8,10,26,0.620807,1.678457,1.4532447812500005,196417
2-1,10,29,0.000325,1.637981,1.4800336562499996,832039
2-7,10,30,0.49835,7.323037,1.4633921145833335,1346268
2-6,10,30,0.427051,7.695126,1.426101260416667,1346268
2-4,10,31,0.172162,9.22841,1.455475395833333,2178308
2-9,10,35,0.884136,14.23946,1.6762381666666661,14930351
2-2,10,31,0.044904,9.770946,1.5159487187499996,2178308
2-10,10,31,0.942093,10.169632,1.4733145,2178308
2-5,10,32,0.274054,11.670642,1.4972823229166672,3524577
3-6,10,26,0.350753,0.968619,1.5020811979166668,196417
3-3,10,29,0.159783,4.050996,1.45925021875,832039
3-7,10,25,0.482658,0.899127,1.522929270833334,121392
3-10,10,27,0.924859,3.042707,1.4510252499999996,317810
3-8,10,27,0.538107,2.383346,1.5187955,317810
3-11,10,27,1.219716,2.57755,1.4426641041666664,317810
3-5,10,32,0.289832,13.481527,1.3576468229166667,3524577
3-2,10,33,0.042763,20.473419,1.3997076979166665,5702886
3-1,10,34,0.000378,27.994427,1.5313188229166665,9227464
3-4,10,35,0.23104,36.426864,1.4357520520833333,14930351
3-9,10,35,0.569167,35.979549,1.4256636979166668,14930351
4-3,10,26,0.108847,0.255366,1.4196940937499996,196417
4-4,10,26,0.20106,0.674471,1.4995644791666667,196417
4-9,10,26,0.875634,1.692359,1.5199532083333325,196417
4-8,10,29,0.588908,2.84387,1.4383130625,832039
4-10,10,28,0.976913,3.151184,1.4641615,514228
4-2,10,28,0.047864,2.910374,1.4229831874999999,514228
4-6,10,30,0.502151,6.688455,1.4599769479166664,1346268
4-7,10,32,0.537888,12.86753,1.3880024583333337,3524577
4-5,10,33,0.272455,16.683249,1.453261291666667,5702886
4-11,10,35,1.170282,22.31448,1.4437375208333334,14930351
4-1,10,34,0.00032,21.653872,1.6009874375,9227464
5-2,10,27,0.021153,0.798091,1.4581792708333332,317810
5-3,10,26,0.087345,0.96972,1.4904657291666663,196417
5-1,10,28,0.000338,1.859307,1.4807561354166663,514228
5-4,10,27,0.113174,2.174293,1.48898171875,317810
5-11,10,28,1.098677,2.830503,1.4846853229166665,514228
5-5,10,30,0.184641,6.381531,1.523705864583333,1346268
5-6,10,30,0.46953,5.802203,1.499485375,1346268
5-9,10,30,0.901456,6.421695,1.5146977604166658,1346268
5-8,10,34,0.79465,23.238059,1.5651702499999995,9227464
5-7,10,35,0.622062,31.969691,1.6770542291666664,14930351
5-10,10,35,1.01791,31.320381,1.62633634375,14930351
6-1,10,26,0.000329,0.247129,1.4770910625,196417
6-7,10,29,0.400371,3.472126,1.4342435416666668,832039
6-9,10,27,0.837942,2.088594,1.3885832812499994,317810
6-8,10,27,0.593666,1.497145,1.4499427500000002,317810
6-10,10,25,1.07648,1.636198,1.4261018645833328,121392
6-2,10,29,0.026455,4.894724,1.4878203958333336,832039
6-11,10,33,1.168004,18.232683,1.4839566041666665,5702886
6-6,10,33,0.242249,20.91069,1.4425511770833337,5702886
6-5,10,35,0.145665,28.639598,1.634104114583333,14930351
6-3,10,33,0.049168,24.023026,1.4204068749999996,5702886
6-4,10,34,0.079723,26.830869,1.4892600625000003,9227464
7-1,10,25,0.000289,0.031352,1.7683639479166675,121392
7-2,10,26,0.039769,0.0678,1.7120858854166663,196417
7-8,10,26,0.5665,1.477779,1.5478846354166669,196417
7-7,10,27,0.428909,1.558232,1.5435951145833333,317810
7-5,10,26,0.295141,0.817475,1.5624487500000002,196417
7-6,10,28,0.341049,2.573019,1.4892605208333334,514228
