Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-5,10,25,0.379396,0.276252,1.2739594270833334,121392
1-7,10,28,0.506663,1.813778,1.2439312395833335,514228
1-4,10,27,0.116132,1.639062,1.2437502395833333,317810
1-6,10,28,0.408653,1.960744,1.2437516041666667,514228
1-3,10,26,0.084524,1.455863,1.2729104375,196417
1-1,10,30,0.00035,4.717962,1.2437486354166665,1346268
1-11,10,27,1.77108,1.59806,1.2437542083333333,317810
1-10,10,33,1.493436,15.458346,1.2632492604166665,5702886
1-8,10,35,0.72357,27.040267,1.2687528958333332,14930351
1-2,10,34,0.038697,25.127411,1.2773959479166668,9227464
1-9,10,34,0.81642,25.519863,1.2989567395833335,9227464
2-1,10,29,0.000292,1.675518,1.24374940625,832039
2-3,10,26,0.076592,0.503212,1.24374721875,196417
2-9,10,25,0.900868,0.651956,1.2437527395833334,121392
2-11,10,26,1.383938,1.686543,1.2437504166666669,196417
2-5,10,29,0.468366,4.015917,1.2739881562500002,832039
2-2,10,33,0.04477,27.561963,1.2348961458333336,5702886
2-8,10,33,0.78914,28.828799,1.23437340625,5702886
2-10,10,34,0.992333,32.238779,1.2312534479166666,9227464
2-4,10,35,0.117532,44.135693,1.2552087812500001,14930351
2-7,10,34,0.6969,36.235981,1.24375503125,9227464
2-6,10,35,0.585227,43.358529,1.2551953333333334,14930351
3-1,10,27,0.000421,0.28578,1.23148465625,317810
3-11,10,25,1.349384,0.373706,1.230209916666667,121392
3-5,10,26,0.433927,0.294344,1.2302004270833333,196417
3-7,10,25,0.738638,0.538591,1.2302090104166665,121392
3-6,10,29,0.53259,4.374977,1.2593746354166666,832039
3-2,10,30,0.036735,6.685598,1.2593728333333332,1346268
3-9,10,34,1.032625,25.718593,1.3645819791666667,9227464
3-8,10,33,0.851909,20.258912,1.2593679583333335,5702886
3-3,10,33,0.072464,22.142358,1.2302106979166667,5702886
3-10,10,33,1.174742,21.621211,1.2593780312499998,5702886
3-4,10,34,0.189367,25.976591,1.3256314479166664,9227464
4-2,10,26,0.036934,0.186638,1.2406253437499999,196417
4-8,10,25,0.636411,0.467581,1.2593787604166669,121392
4-4,10,27,0.199599,0.648421,1.2500059166666668,317810
4-3,10,28,0.123268,3.444716,1.2604313229166666,514228
4-5,10,31,0.265314,7.97472,1.2604166874999998,2178308
4-10,10,30,1.0451,6.537826,1.2604171354166667,1346268
4-9,10,32,0.94058,15.723056,1.2305174270833334,3524577
4-11,10,35,1.088459,27.842691,1.2979179791666668,14930351
4-6,10,33,0.323406,20.479044,1.2377768020833335,5702886
