Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-11,10,31,1.196241,3.687328,1.4350880833333333,2178308
1-1,10,32,0.000218,5.74452,1.4478912916666662,3524577
1-5,10,30,0.208693,4.217409,1.4128862708333336,1346268
1-3,10,25,0.061269,0.255427,1.5343843854166668,121392
1-7,10,26,0.561269,1.035025,1.4854590520833335,196417
1-4,10,27,0.112099,1.042054,1.536557916666667,317810
1-6,10,25,0.316812,0.357193,1.4591115104166665,121392
1-2,10,33,0.030743,18.013813,1.4583380520833333,5702886
1-9,10,34,0.736729,20.078885,1.5791568333333332,9227464
1-10,10,35,0.88948,31.230385,1.516667822916667,14930351
1-8,10,35,0.63727,31.060067,1.5110230312499997,14930351
2-4,10,26,0.201752,0.286736,1.4888975729166671,196417
2-11,10,26,0.970461,0.378505,1.5088206145833332,196417
2-5,10,25,0.299139,0.36233,1.6281132916666667,121392
2-6,10,26,0.493713,0.877712,1.4877353229166665,196417
2-7,10,25,0.591277,0.554769,1.5531653333333326,121392
2-2,10,25,0.035173,0.088341,1.4391159479166662,121392
2-8,10,29,0.611909,1.127863,1.5009269479166667,832039
2-10,10,28,0.796722,1.459132,1.6348307604166665,514228
2-9,10,29,0.682534,1.556378,1.5395888854166668,832039
2-1,10,34,0.000335,14.160118,1.58285759375,9227464
2-3,10,35,0.128871,15.093201,1.4837528645833333,14930351
3-2,10,25,0.016766,0.09672,1.4444509895833335,121392
3-7,10,32,0.260459,4.681325,1.4495390104166663,3524577
3-6,10,25,0.234538,0.306874,1.421444770833333,121392
3-5,10,26,0.184711,0.717881,1.367704697916667,196417
3-1,10,26,0.000338,0.218476,1.3723814062500004,196417
3-3,10,27,0.062598,1.056125,1.371883708333333,317810
3-8,10,26,0.382337,1.113679,1.4924465520833334,196417
3-9,10,27,0.582669,0.676564,1.4110476875000002,317810
3-4,10,33,0.123874,12.973224,1.4733689583333334,5702886
3-11,10,35,1.031198,19.329233,1.5898378541666671,14930351
3-10,10,34,0.686377,17.944649,1.6403075104166671,9227464
4-10,10,29,1.027471,3.129402,1.4042582395833336,832039
4-3,10,30,0.177675,4.640506,1.3707679687499996,1346268
4-4,10,26,0.248895,0.406182,1.5145870520833333,196417
4-2,10,30,0.050722,5.459193,1.5151721562500007,1346268
4-5,10,27,0.32518,0.562851,1.5830182187500002,317810
