Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-7,10,26,0.67826,2.757153,1.2302084583333333,196417
1-3,10,29,0.109142,2.16175,1.2385443854166667,832039
1-6,10,29,0.327651,2.622788,1.2010419270833332,832039
1-8,10,27,1.936739,1.569221,1.2010297604166666,317810
1-9,10,27,2.291817,2.020789,1.2010422604166668,317810
1-11,10,27,3.39242,1.214019,1.259374375,317810
1-4,10,29,0.160263,5.749923,1.2302104479166667,832039
1-10,10,29,3.23607,3.596412,1.2552025416666666,832039
1-5,10,33,0.302349,13.078693,1.2554544791666664,5702886
1-2,10,32,0.032865,9.435084,1.2594251145833335,3524577
1-1,10,33,0.00038,13.012499,1.2510435625,5702886
2-7,10,26,0.909213,0.411792,1.2671070833333336,196417
2-2,10,27,0.028512,0.616943,1.2354174791666668,317810
2-5,10,26,0.587836,0.576459,1.2708429791666667,196417
2-6,10,28,0.877917,1.797144,1.2302111041666666,514228
2-9,10,26,1.146988,0.751546,1.2604167395833332,196417
2-11,10,26,1.752361,1.653674,1.2506859479166668,196417
2-8,10,29,1.010046,3.912918,1.2374998645833335,832039
2-4,10,31,0.216615,8.596489,1.2302060833333333,2178308
2-1,10,32,0.000354,9.276948,1.2593750833333333,3524577
2-3,10,35,0.11499,20.570498,1.2697963854166667,14930351
2-10,10,34,1.638794,17.679722,1.2675622291666666,9227464
3-9,10,33,0.847356,9.55611,1.2593832812500003,5702886
3-1,10,26,0.000317,0.059035,1.2335309166666666,196417
3-10,10,27,1.513187,1.662508,1.2302126145833334,317810
3-5,10,28,0.291638,3.522366,1.23022228125,514228
3-11,10,28,1.711127,2.124108,1.2593702604166668,514228
3-8,10,26,0.602501,2.88827,1.2593747812499998,196417
3-7,10,29,0.546417,4.688547,1.2552164479166665,832039
3-6,10,29,0.408952,3.10533,1.28438540625,832039
3-4,10,30,0.240596,6.766075,1.2318199479166667,1346268
3-3,10,35,0.090176,15.988221,1.2820192708333333,14930351
3-2,10,33,0.049575,13.771417,1.2906256666666667,5702886
4-9,10,28,0.95423,4.641476,1.2010391562499998,514228
4-1,10,35,0.000347,34.395118,1.2885422916666667,14930351
4-6,10,33,0.716668,15.013506,1.2593799791666667,5702886
4-7,10,32,0.827511,18.577085,1.2593775520833335,3524577
4-10,10,30,2.338738,17.237206,1.2302058125000002,1346268
4-2,10,33,0.049455,22.417289,1.2604167395833332,5702886
4-3,10,32,0.325889,27.349298,1.2593681979166664,3524577
4-4,10,32,0.366155,26.468757,1.2593747708333334,3524577
4-8,10,35,0.893359,38.109453,1.2739574687500002,14930351
4-5,10,33,0.462676,32.957818,1.3135348020833333,5702886
4-11,10,34,2.450933,35.011427,1.2895895833333333,9227464
5-9,10,27,1.061424,0.692863,1.2145784270833335,317810
5-6,10,32,0.629963,8.643683,1.2864629374999998,3524577
5-2,10,27,0.03608,0.59377,1.2468691875000002,317810
5-3,10,25,0.15296,0.089977,1.2437411874999997,121392
5-11,10,27,1.624549,1.252209,1.3031261666666667,317810
5-10,10,28,1.30786,3.440208,1.2437513229166666,514228
5-5,10,31,0.289678,7.74776,1.2437579375,2178308
5-8,10,30,0.790831,6.038844,1.2729333854166667,1346268
5-1,10,33,0.00032,16.875973,1.2708309479166666,5702886
5-7,10,35,0.668178,23.620451,1.26874978125,14930351
5-4,10,34,0.243224,22.604831,1.2395821979166668,9227464
6-5,10,28,0.404816,2.768483,1.219791625,514228
6-3,10,27,0.074439,0.771545,1.26452646875,317810
6-10,10,26,1.441219,2.035396,1.2197965416666667,196417
6-8,10,28,1.220232,2.039648,1.2511383541666667,514228
6-11,10,27,1.558188,1.413911,1.2197919479166666,317810
6-7,10,29,0.872058,4.306545,1.2489599375,832039
6-1,10,29,0.000309,1.883253,1.2197929375,832039
6-4,10,29,0.24217,4.622077,1.248962635416667,832039
6-9,10,30,1.372644,4.683528,1.2437457083333332,1346268
6-2,10,35,0.048948,14.418453,1.2786500104166667,14930351
