Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-1,10,32,0.000275,8.752331,1.2302079583333332,3524577
1-3,10,25,0.090927,0.36462,1.2593717291666666,121392
1-4,10,25,0.157021,0.627944,1.2479168020833333,121392
1-6,10,25,0.481345,0.718969,1.2479155312499999,121392
1-7,10,26,0.558942,0.694518,1.2510431249999998,196417
1-11,10,30,1.200615,5.956717,1.2593778958333333,1346268
1-8,10,30,0.706171,7.385909,1.2302190833333333,1346268
1-9,10,28,0.827046,5.222941,1.2843761458333334,514228
1-10,10,32,1.082805,11.2288,1.2594044895833334,3524577
1-5,10,35,0.233497,22.237896,1.3208334791666667,14930351
1-2,10,34,0.045064,20.960315,1.2374997291666665,9227464
2-9,10,26,2.456999,4.583109,1.2885398020833334,196417
2-7,10,26,1.918463,3.181501,1.2593756875000002,196417
2-6,10,32,1.013472,10.96851,1.2885351770833333,3524577
2-3,10,30,0.068732,6.682147,1.2885403333333334,1346268
2-8,10,28,2.075995,6.814314,1.2593765416666667,514228
2-2,10,33,0.033055,26.101618,1.2885535520833336,5702886
2-1,10,34,0.000312,43.649393,1.2593771041666666,9227464
2-5,10,35,0.738811,53.079942,1.3135473541666667,14930351
2-10,10,34,2.634475,43.791918,1.2885539375,9227464
2-4,10,35,0.134912,49.761086,1.2791659791666667,14930351
2-11,10,35,2.715535,50.845936,1.313541614583333,14930351
3-10,10,26,0.971205,1.292605,1.2593785520833332,196417
3-3,10,25,0.089764,0.337055,1.2593776458333334,121392
3-4,10,25,0.211924,0.656092,1.2896008333333333,121392
3-7,10,27,0.458068,2.072481,1.25937665625,317810
3-1,10,28,0.000266,1.727151,1.2885420208333336,514228
3-11,10,30,1.04436,5.614169,1.2593765312500003,1346268
3-6,10,30,0.407855,4.847519,1.2593753229166667,1346268
3-5,10,31,0.235067,7.608766,1.2302081770833333,2178308
3-2,10,34,0.023712,13.602479,1.2843736562499999,9227464
3-9,10,32,0.959701,11.191024,1.2885288645833333,3524577
3-8,10,32,0.784408,11.419765,1.26145696875,3524577
4-3,10,29,0.075975,3.103531,1.2843809375000002,832039
4-1,10,29,0.000282,2.171595,1.2552086354166665,832039
4-9,10,30,1.76341,5.107755,1.2302174583333334,1346268
4-6,10,32,0.259158,28.824499,1.2583341770833334,3524577
4-7,10,34,1.178807,44.542912,1.259384510416667,9227464
4-8,10,34,1.534832,51.340242,1.2593755104166666,9227464
4-5,10,34,0.18801,55.442213,1.2593744270833334,9227464
4-11,10,35,2.385694,63.52805,1.2593744479166669,14930351
4-4,10,35,0.126858,66.136385,1.2593751666666666,14930351
4-2,10,35,0.040297,67.808554,1.24287446875,14930351
4-10,10,35,2.213436,65.592231,1.2427089062499996,14930351
5-3,10,25,0.080284,0.245215,1.23020871875,121392
5-7,10,25,0.672044,0.34188,1.2302086875,121392
5-2,10,29,0.024289,3.337513,1.2593747499999999,832039
5-8,10,29,0.749045,5.099285,1.2302093749999998,832039
5-9,10,29,0.896169,4.147575,1.2593733437499999,832039
5-6,10,29,0.585564,6.468075,1.23021890625,832039
5-10,10,31,0.977484,8.515316,1.23020384375,2178308
5-11,10,34,1.142404,17.385677,1.2843753749999998,9227464
5-1,10,32,0.00029,12.870919,1.2593810729166663,3524577
5-4,10,32,0.146415,14.157457,1.2593771354166667,3524577
5-5,10,33,0.29909,17.381584,1.2624957083333335,5702886
6-7,10,26,0.449821,0.978194,1.26770671875,196417
6-10,10,25,1.454083,1.141669,1.2541652708333333,121392
6-5,10,29,0.244434,4.555113,1.2876048437499998,832039
6-11,10,25,2.627218,1.463569,1.28333203125,121392
6-2,10,29,0.030618,3.778242,1.2833311666666667,832039
6-6,10,31,0.285219,8.152335,1.29791709375,2178308
6-9,10,31,1.357524,10.133343,1.2947910416666666,2178308
6-1,10,34,0.000274,21.894674,1.3062682499999998,9227464
6-3,10,32,0.06628,15.305108,1.28124928125,3524577
6-8,10,32,0.859952,16.273442,1.28124946875,3524577
6-4,10,34,0.137502,21.091798,1.2906194895833334,9227464
7-7,10,29,0.953701,3.816931,1.2520835625,832039
7-5,10,29,0.374892,9.250172,1.2531229270833333,832039
7-10,10,27,1.968926,2.12786,1.2531256979166667,317810
7-9,10,30,1.512469,10.061883,1.2822859791666668,1346268
7-11,10,31,2.949882,8.917431,1.2823090520833331,2178308
7-4,10,32,0.166234,24.82333,1.2823011562500002,3524577
7-3,10,33,0.130753,27.316644,1.2822915000000001,5702886
7-6,10,33,0.700297,27.889238,1.2531355000000002,5702886
7-1,10,34,0.000322,34.306887,1.2812506041666667,9227464
7-2,10,35,0.034198,42.794216,1.3041658958333335,14930351
7-8,10,35,1.075585,41.64375,1.2979158958333334,14930351
8-2,10,27,0.040395,0.817741,1.230218854166667,317810
8-1,10,28,0.000299,1.334363,1.25937440625,514228
8-5,10,27,0.188054,1.192583,1.2302070104166667,317810
8-9,10,26,0.951699,1.466396,1.2729196770833333,196417
8-8,10,27,0.868445,2.628915,1.2593775208333333,317810
8-7,10,27,0.661148,1.983569,1.2302079895833333,317810
8-4,10,29,0.137065,3.408687,1.2593727395833334,832039
8-6,10,27,0.605075,1.416332,1.2437524895833332,317810
8-3,10,34,0.08623,14.092677,1.3333347812499998,9227464
8-10,10,33,1.066708,12.333646,1.3080134895833333,5702886
8-11,10,32,1.391135,8.910736,1.28854153125,3524577
9-4,10,28,0.170146,0.930521,1.2829093020833333,514228
9-3,10,25,0.053179,0.125432,1.2724166458333332,121392
9-10,10,29,1.159139,1.913721,1.2593701874999998,832039
9-6,10,29,0.577638,1.777926,1.3010533645833335,832039
9-2,10,25,0.031155,0.830441,1.2718811874999998,121392
9-1,10,28,0.000292,0.561705,1.27187475,514228
9-5,10,26,0.214629,0.944437,1.271873875,196417
9-7,10,27,0.623483,2.055857,1.2718750625,317810
9-9,10,33,1.07115,12.002681,1.2989596249999997,5702886
9-8,10,32,0.963858,11.2741,1.2885431458333332,3524577
9-11,10,33,1.232804,11.704255,1.299985760416667,5702886
10-7,10,30,1.043165,7.085277,1.2802151979166667,1346268
10-9,10,27,2.124218,3.36541,1.2791721145833335,317810
10-2,10,28,0.029153,1.789201,1.2624958020833332,514228
