Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-2,9,26,0.021498,0.660887,1.2593747708333332,196417
1-4,9,26,0.146235,0.314297,1.215684802083333,196417
1-9,9,26,0.983587,0.570886,1.2302089791666666,196417
1-10,9,28,1.070808,4.383908,1.214584,514228
1-8,9,30,0.747916,6.346234,1.2437504166666669,1346268
1-3,9,32,0.092731,9.506997,1.2864337604166667,3524577
1-1,9,31,0.000279,9.113494,1.2437502812499999,2178308
1-6,9,32,0.497006,10.991236,1.2885414166666667,3524577
1-5,9,35,0.182008,28.38021,1.31354015625,14930351
1-7,9,35,0.692677,27.664233,1.3046555,14930351
2-4,9,28,0.164541,1.070084,1.2885427291666667,514228
2-5,9,25,0.251138,0.920575,1.2334211145833336,121392
2-9,9,25,0.909077,0.868776,1.2593756145833332,121392
2-10,9,25,1.197609,1.057429,1.2843777291666667,121392
2-3,9,34,0.078064,17.438893,1.2843750416666666,9227464
2-8,9,27,0.568301,2.423415,1.28854128125,317810
2-2,9,30,0.032251,4.26038,1.2593846145833334,1346268
2-6,9,32,0.439204,11.938482,1.28437375,3524577
2-1,9,35,0.000308,29.660209,1.2562481562500003,14930351
2-7,9,35,0.535658,28.916224,1.24583428125,14930351
3-3,9,26,0.052014,0.123126,1.2583347604166668,196417
3-2,9,25,0.030012,0.230122,1.2468647499999999,121392
3-9,9,25,0.50774,0.533568,1.2895832083333332,121392
3-1,9,26,0.00032,0.261357,1.2468845416666667,196417
3-10,9,25,0.585225,0.408391,1.2895843229166666,121392
3-8,9,29,0.419221,2.243167,1.2666663645833331,832039
3-7,9,28,0.361102,1.774337,1.26041684375,514228
3-6,9,28,0.282655,2.38544,1.2614613958333334,514228
3-5,9,34,0.190709,14.624874,1.2520840416666668,9227464
3-4,9,35,0.128263,16.203869,1.25625059375,14930351
4-5,9,32,0.210802,4.265838,1.2604167395833332,3524577
4-1,9,26,0.000177,0.080937,1.3256596041666666,196417
4-6,9,25,0.313291,0.609329,1.2604130625000003,121392
4-3,9,26,0.096651,0.524335,1.2312500104166668,196417
4-4,9,26,0.132814,0.475042,1.2312482604166666,196417
4-9,9,26,0.595874,1.033262,1.2562499479166664,196417
4-10,9,30,0.646768,5.333949,1.2301961458333333,1346268
4-2,9,35,0.041659,15.446298,1.23124675,14930351
