Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-1,1,35,0.000315,20.484031,1.3371614166666672,14930351
1-2,1,35,0.041685,20.311933,1.3552486770833336,14930351
2-1,1,32,0.000306,1.10836,1.4793253958333332,3524577
2-2,1,27,0.035807,0.380478,1.4663076770833334,317810
3-1,1,25,0.000244,0.052086,1.3600104895833338,121392
3-2,1,34,0.029953,2.25202,1.4844367083333334,9227464
4-2,1,29,0.049303,1.081448,1.3981953020833333,832039
4-1,1,34,0.000199,3.157075,1.3427139583333332,9227464
5-1,1,31,0.000261,0.605787,1.526213135416667,2178308
5-2,1,25,0.045151,0.087432,1.3615542083333336,121392
6-2,1,29,0.021514,0.227959,1.3383311249999998,832039
6-1,1,25,0.000214,0.039435,1.3203190416666668,121392
7-1,1,32,0.000184,3.054305,1.4886278125,3524577
7-2,1,34,0.027272,4.811334,1.4179058125000001,9227464
8-1,1,25,0.000307,0.035222,1.4655529375000003,121392
8-2,1,28,0.035769,0.130594,1.4803366562500007,514228
9-1,1,30,0.000208,0.746662,1.3419087083333336,1346268
9-2,1,29,0.031889,0.862884,1.3342337291666666,832039
10-2,1,29,0.045787,1.075066,1.4645742395833339,832039
10-1,1,34,0.000225,2.937463,1.37028328125,9227464
11-2,1,33,0.032386,1.753192,1.3664946458333331,5702886
11-1,1,28,0.000322,0.48282,1.4045764270833332,514228
12-1,1,32,0.000205,4.850699,1.3675423333333336,3524577
12-2,1,35,0.021558,7.672987,1.480197114583333,14930351
13-1,1,30,0.000325,0.935652,1.38748846875,1346268
13-2,1,28,0.034621,0.655516,1.3928750833333334,514228
14-1,1,30,0.000253,0.941152,1.5138718854166666,1346268
14-2,1,28,0.045042,0.666346,1.4998319374999998,514228
15-1,1,31,0.000214,0.743328,1.4241023437499998,2178308
15-2,1,26,0.040823,0.211261,1.4126857291666666,196417
16-1,1,28,0.000221,0.214647,1.4713239270833336,514228
16-2,1,25,0.039488,0.108757,1.4496100104166665,121392
17-2,1,32,0.031746,4.940434,1.4048481250000002,3524577
17-1,1,34,0.000238,6.419604,1.500947145833333,9227464
18-1,1,28,0.000354,0.503372,1.420745635416667,514228
18-2,1,33,0.026063,1.83411,1.451890375,5702886
19-2,1,31,0.042137,3.010471,1.3724541354166668,2178308
19-1,1,33,0.000361,3.947278,1.4156795,5702886
20-2,1,27,0.029725,0.148642,1.4128781562500001,317810
20-1,1,26,0.000338,0.102441,1.4298523020833334,196417
21-2,1,26,0.05071,0.124028,1.3793605729166667,196417
21-1,1,27,0.000196,0.124722,1.3865048541666667,317810
22-2,1,31,0.032225,1.910372,1.4604062291666666,2178308
