Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-4,4,2.0735,1.6335,6.8019,82.2
Existing-1,4,4.3658,1.4699,60.5415,123.3
Existing-3,4,4.379,1.5692,35.3044,312.36
Existing-2,4,4.3745,1.471,61.4555,106.86
WithNew-4,4,2.7044,1.5508,6.8019,82.2
WithNew-5,4,3.0738,1.5115,16.2015,41.1
WithNew-1,4,4.6884,1.797,60.5415,123.3
WithNew-3,4,4.9075,1.7302,35.3044,312.36
WithNew-2,4,5.1027,1.5854,61.4555,106.86
Existing-1,4,2.4388,1.4538,11.7294,106.86
Existing-2,4,3.069,1.5935,26.1889,73.98
Existing-4,4,4.2595,1.5667,62.6262,131.52
Existing-3,4,4.2649,1.5678,61.4555,106.86
WithNew-1,4,3.6598,1.6376,11.7294,106.86
WithNew-2,4,4.1727,1.5405,26.1889,73.98
WithNew-5,4,5.603,1.5427,57.8413,106.86
WithNew-3,4,5.9366,1.5453,61.4555,106.86
WithNew-4,4,6.0977,1.5436,62.6262,131.52
Existing-2,4,2.333,1.5952,16.2015,41.1
Existing-1,4,2.4032,1.6146,6.8019,82.2
Existing-3,4,2.6804,1.5532,26.1889,73.98
Existing-4,4,3.561,1.5124,35.3044,312.36
WithNew-1,4,3.1404,1.5978,6.8019,82.2
WithNew-2,4,3.2945,1.5904,16.2015,41.1
WithNew-3,4,3.7845,1.6207,26.1889,73.98
WithNew-5,4,4.6828,1.6487,62.6262,131.52
WithNew-4,4,4.7702,1.6034,35.3044,312.36
Existing-4,4,2.3968,1.6706,6.8019,82.2
Existing-2,4,2.8146,1.5516,16.2015,41.1
Existing-3,4,4.4597,1.4417,60.5415,123.3
Existing-1,4,4.4752,1.457,57.8413,106.86
WithNew-4,4,3.147,1.5395,6.8019,82.2
WithNew-5,4,3.1464,1.5474,6.8019,82.2
WithNew-2,4,3.5748,1.5738,16.2015,41.1
WithNew-1,4,5.3258,1.6746,57.8413,106.86
WithNew-3,4,5.3159,1.6764,60.5415,123.3
Existing-1,4,2.2288,1.7554,6.8019,82.2
Existing-2,4,2.2428,1.7493,16.2015,41.1
Existing-3,4,2.5083,1.7214,11.7294,106.86
Existing-4,4,3.1819,1.6874,35.3044,312.36
WithNew-5,4,2.6462,1.633,6.8019,82.2
WithNew-2,4,2.756,1.5659,16.2015,41.1
WithNew-1,4,2.8094,1.5563,6.8019,82.2
WithNew-3,4,3.0499,1.711,11.7294,106.86
WithNew-4,4,3.7641,1.5396,35.3044,312.36
Existing-3,4,3.0901,1.5332,11.7294,106.86
Existing-2,4,4.6645,1.5427,62.6262,131.52
Existing-4,4,4.7671,1.6101,57.8413,106.86
Existing-1,4,4.9593,1.5918,35.3044,312.36
WithNew-3,4,2.7905,1.4354,11.7294,106.86
WithNew-5,4,3.2939,1.4761,26.1889,73.98
WithNew-4,4,4.8121,1.4832,57.8413,106.86
WithNew-1,4,5.0439,1.5876,35.3044,312.36
WithNew-2,4,5.173,1.6331,62.6262,131.52
Existing-2,4,3.3198,1.6171,26.1889,73.98
Existing-4,4,4.2608,1.6018,35.3044,312.36
Existing-1,4,4.9033,1.4163,60.5415,123.3
Existing-3,4,4.9126,1.4245,61.4555,106.86
WithNew-5,4,3.5246,1.4146,26.1889,73.98
WithNew-2,4,3.9624,1.4359,26.1889,73.98
WithNew-4,4,5.0037,1.5629,35.3044,312.36
WithNew-3,4,5.5716,1.4302,61.4555,106.86
WithNew-1,4,5.5793,1.4591,60.5415,123.3
Existing-4,4,2.5041,1.7153,6.8019,82.2
Existing-1,4,2.7776,1.6882,16.2015,41.1
Existing-2,4,4.0517,1.5807,60.5415,123.3
Existing-3,4,4.1512,1.5926,35.3044,312.36
WithNew-5,4,2.4885,1.6363,16.2015,41.1
WithNew-4,4,2.8,1.6895,6.8019,82.2
WithNew-1,4,3.0164,1.651,16.2015,41.1
WithNew-3,4,4.1174,1.7361,35.3044,312.36
WithNew-2,4,4.3776,1.6474,60.5415,123.3
Existing-1,4,4.4479,1.5187,61.4555,106.86
Existing-2,4,4.5679,1.5215,35.3044,312.36
Existing-4,4,5.2608,1.5651,57.8413,106.86
Existing-3,4,5.5255,1.5979,62.6262,131.52
WithNew-5,4,3.4977,1.6652,11.7294,106.86
WithNew-4,4,4.8679,1.6159,57.8413,106.86
WithNew-1,4,5.1552,1.5889,61.4555,106.86
WithNew-3,4,5.2529,1.5744,62.6262,131.52
WithNew-2,4,5.4471,1.673,35.3044,312.36
Existing-2,4,2.4013,1.7156,6.8019,82.2
Existing-3,4,3.0459,1.705,26.1889,73.98
Existing-1,4,3.6761,1.7183,60.5415,123.3
Existing-4,4,4.2954,1.7116,62.6262,131.52
WithNew-2,4,3.2032,1.7039,6.8019,82.2
WithNew-3,4,3.373,1.7232,26.1889,73.98
WithNew-4,4,4.9674,1.5793,62.6262,131.52
WithNew-1,4,4.9871,1.5874,60.5415,123.3
WithNew-5,4,5.1549,1.5912,35.3044,312.36
Existing-3,4,2.5552,1.6396,11.7294,106.86
Existing-2,4,2.7807,1.5298,26.1889,73.98
Existing-4,4,3.6855,1.523,35.3044,312.36
Existing-1,4,3.9272,1.4724,62.6262,131.52
WithNew-3,4,3.4189,1.7162,11.7294,106.86
WithNew-2,4,3.6033,1.6781,26.1889,73.98
WithNew-4,4,4.4103,1.6586,35.3044,312.36
WithNew-1,4,4.8327,1.5927,62.6262,131.52
WithNew-5,4,4.8313,1.5927,60.5415,123.3
Existing-4,4,2.7684,1.5878,16.2015,41.1
Existing-3,4,4.3108,1.69,35.3044,312.36
Existing-1,4,4.5354,1.6136,57.8413,106.86
Existing-2,4,4.5438,1.6461,60.5415,123.3
WithNew-4,4,3.2898,1.6289,16.2015,41.1
WithNew-2,4,4.6859,1.6104,60.5415,123.3
WithNew-5,4,5.2541,1.573,61.4555,106.86
WithNew-3,4,5.2383,1.6866,35.3044,312.36
WithNew-1,4,5.2737,1.5354,57.8413,106.86
Existing-2,4,2.0272,1.4943,16.2015,41.1
Existing-1,4,4.3517,1.5374,57.8413,106.86
Existing-3,4,4.5088,1.626,60.5415,123.3
Existing-4,4,4.7173,1.5229,62.6262,131.52
WithNew-2,4,3.4094,1.6006,16.2015,41.1
WithNew-3,4,4.9298,1.5672,60.5415,123.3
WithNew-4,4,5.4626,1.6268,62.6262,131.52
WithNew-5,4,5.5915,1.5528,57.8413,106.86
WithNew-1,4,5.8852,1.5946,57.8413,106.86
Existing-1,4,2.2154,1.5525,11.7294,106.86
Existing-2,4,2.2284,1.5418,16.2015,41.1
Existing-3,4,3.264,1.7042,35.3044,312.36
Existing-4,4,3.422,1.625,62.6262,131.52
WithNew-5,4,2.6627,1.6195,16.2015,41.1
WithNew-2,4,2.6659,1.6194,16.2015,41.1
WithNew-1,4,2.9971,1.7289,11.7294,106.86
WithNew-3,4,3.5599,1.6694,35.3044,312.36
WithNew-4,4,4.3053,1.6959,62.6262,131.52
Existing-1,4,1.9976,1.7112,6.8019,82.2
Existing-4,4,3.7606,1.5858,57.8413,106.86
Existing-3,4,3.9969,1.6002,61.4555,106.86
Existing-2,4,4.1654,1.5204,60.5415,123.3
WithNew-1,4,2.5825,1.486,6.8019,82.2
WithNew-5,4,2.6811,1.5657,11.7294,106.86
WithNew-4,4,4.7825,1.6532,57.8413,106.86
WithNew-2,4,4.7929,1.652,60.5415,123.3
WithNew-3,4,4.9712,1.6865,61.4555,106.86
Existing-3,4,2.3453,1.564,6.8019,82.2
Existing-4,4,2.5515,1.5879,16.2015,41.1
Existing-2,4,3.6212,1.5109,62.6262,131.52
Existing-1,4,3.7071,1.723,35.3044,312.36
WithNew-3,4,2.7041,1.6516,6.8019,82.2
WithNew-4,4,3.1567,1.5147,16.2015,41.1
WithNew-5,4,3.454,1.6154,26.1889,73.98
WithNew-1,4,4.0545,1.6198,35.3044,312.36
WithNew-2,4,4.4573,1.6626,62.6262,131.52
Existing-2,4,1.811,1.571,6.8019,82.2
Existing-3,4,2.0138,1.6479,16.2015,41.1
Existing-4,4,3.1358,1.4932,35.3044,312.36
Existing-1,4,3.4403,1.5698,60.5415,123.3
WithNew-2,4,2.9729,1.5136,6.8019,82.2
WithNew-3,4,3.1566,1.5274,16.2015,41.1
WithNew-1,4,4.4349,1.4767,60.5415,123.3
WithNew-4,4,4.603,1.6146,35.3044,312.36
WithNew-5,4,4.6089,1.6396,35.3044,312.36
Existing-2,4,2.8323,1.5184,26.1889,73.98
Existing-1,4,4.087,1.5938,35.3044,312.36
Existing-4,4,4.251,1.5691,61.4555,106.86
Existing-3,4,4.2622,1.5788,62.6262,131.52
WithNew-5,4,3.919,1.4969,26.1889,73.98
WithNew-2,4,3.926,1.499,26.1889,73.98
WithNew-1,4,5.1028,1.4949,35.3044,312.36
WithNew-3,4,5.2666,1.4877,62.6262,131.52
WithNew-4,4,5.2771,1.5026,61.4555,106.86
Existing-4,4,1.5753,1.5955,6.8019,82.2
Existing-3,4,4.4861,1.5657,57.8413,106.86
Existing-1,4,4.4865,1.5656,60.5415,123.3
Existing-2,4,4.5042,1.5732,62.6262,131.52
WithNew-4,4,3.1813,1.5658,6.8019,82.2
WithNew-5,4,3.5268,1.5493,16.2015,41.1
WithNew-1,4,5.2629,1.5177,60.5415,123.3
WithNew-2,4,5.559,1.6299,62.6262,131.52
WithNew-3,4,5.5609,1.6119,57.8413,106.86
Existing-1,4,2.8229,1.6906,26.1889,73.98
Existing-3,4,4.4459,1.8313,57.8413,106.86
Existing-2,4,4.6354,1.753,60.5415,123.3
Existing-4,4,4.6292,1.753,62.6262,131.52
WithNew-5,4,3.1603,1.4123,6.8019,82.2
WithNew-1,4,3.5683,1.5292,26.1889,73.98
WithNew-3,4,5.027,1.6466,57.8413,106.86
WithNew-2,4,5.78,1.6875,60.5415,123.3
WithNew-4,4,5.795,1.8218,62.6262,131.52
Existing-1,4,2.1095,1.7022,6.8019,82.2
Existing-4,4,4.3233,1.6239,57.8413,106.86
Existing-3,4,4.3326,1.6471,61.4555,106.86
Existing-2,4,4.4996,1.6358,62.6262,131.52
WithNew-1,4,3.3342,1.5739,6.8019,82.2
WithNew-4,4,5.8426,1.424,57.8413,106.86
WithNew-5,4,6.1901,1.5016,60.5415,123.3
WithNew-2,4,6.3309,1.5028,62.6262,131.52
WithNew-3,4,6.4694,1.6022,61.4555,106.86
Existing-4,4,2.3559,1.6182,11.7294,106.86
Existing-2,4,2.9753,1.6288,26.1889,73.98
Existing-1,4,3.7401,1.7447,57.8413,106.86
Existing-3,4,4.0074,1.6777,61.4555,106.86
WithNew-4,4,2.5355,1.655,11.7294,106.86
WithNew-2,4,3.688,1.5584,26.1889,73.98
WithNew-1,4,4.5455,1.5847,57.8413,106.86
WithNew-3,4,5.2228,1.6448,61.4555,106.86
WithNew-5,4,5.2287,1.6187,62.6262,131.52
Existing-2,4,2.127,1.4422,11.7294,106.86
Existing-1,4,2.4436,1.3771,26.1889,73.98
Existing-3,4,3.6148,1.447,62.6262,131.52
Existing-4,4,3.6131,1.446,35.3044,312.36
WithNew-2,4,3.0893,1.552,11.7294,106.86
WithNew-5,4,3.3002,1.5123,26.1889,73.98
WithNew-1,4,3.3155,1.5768,26.1889,73.98
WithNew-4,4,4.2688,1.4404,35.3044,312.36
WithNew-3,4,4.5341,1.5026,62.6262,131.52
Existing-4,4,1.9569,1.6097,6.8019,82.2
Existing-1,4,1.9681,1.586,11.7294,106.86
Existing-2,4,2.0453,1.5604,16.2015,41.1
Existing-3,4,3.4291,1.6235,60.5415,123.3
WithNew-4,4,2.4739,1.6104,6.8019,82.2
WithNew-2,4,2.6737,1.5466,16.2015,41.1
WithNew-5,4,2.8384,1.5552,6.8019,82.2
WithNew-1,4,2.8492,1.5508,11.7294,106.86
WithNew-3,4,4.0094,1.5839,60.5415,123.3
Existing-2,4,3.1125,1.5737,26.1889,73.98
Existing-1,4,3.7248,1.5841,35.3044,312.36
Existing-3,4,4.0909,1.5241,62.6262,131.52
Existing-4,4,4.5484,1.5407,60.5415,123.3
WithNew-5,4,3.3787,1.5267,11.7294,106.86
WithNew-2,4,3.6069,1.4874,26.1889,73.98
WithNew-4,4,4.8331,1.4448,60.5415,123.3
WithNew-1,4,5.1057,1.4743,35.3044,312.36
WithNew-3,4,5.211,1.4192,62.6262,131.52
Existing-1,4,2.0569,1.4567,16.2015,41.1
Existing-4,4,2.3175,1.4188,11.7294,106.86
Existing-3,4,3.6733,1.6026,57.8413,106.86
Existing-2,4,3.6786,1.6047,61.4555,106.86
WithNew-4,4,2.8002,1.5061,11.7294,106.86
WithNew-1,4,3.3139,1.4268,16.2015,41.1
WithNew-5,4,5.4696,1.4867,61.4555,106.86
WithNew-2,4,5.4743,1.471,61.4555,106.86
WithNew-3,4,5.4819,1.4731,57.8413,106.86
Existing-3,4,2.719,1.3938,16.2015,41.1
Existing-4,4,3.1293,1.3773,26.1889,73.98
Existing-1,4,4.4398,1.4308,61.4555,106.86
Existing-2,4,4.451,1.4542,57.8413,106.86
WithNew-3,4,2.6299,1.5021,16.2015,41.1
WithNew-5,4,2.9731,1.5365,6.8019,82.2
WithNew-4,4,3.7548,1.6146,26.1889,73.98
WithNew-2,4,4.8876,1.6396,57.8413,106.86
WithNew-1,4,4.8922,1.6412,61.4555,106.86
Existing-3,4,1.7474,1.7624,16.2015,41.1
Existing-2,4,1.8973,1.7177,6.8019,82.2
Existing-4,4,3.2235,1.5865,35.3044,312.36
Existing-1,4,3.3364,1.5315,61.4555,106.86
WithNew-5,4,2.6766,1.4596,6.8019,82.2
WithNew-2,4,2.7279,1.5889,6.8019,82.2
WithNew-3,4,3.0977,1.4814,16.2015,41.1
WithNew-1,4,4.0793,1.525,61.4555,106.86
WithNew-4,4,4.1164,1.5536,35.3044,312.36
Existing-3,4,4.1624,1.5389,57.8413,106.86
Existing-4,4,4.1693,1.5149,60.5415,123.3
Existing-2,4,4.3099,1.5625,35.3044,312.36
Existing-1,4,4.7721,1.4764,62.6262,131.52
WithNew-3,4,4.9537,1.3575,57.8413,106.86
WithNew-1,4,6.1471,1.4236,62.6262,131.52
WithNew-2,4,6.5058,1.492,35.3044,312.36
WithNew-4,4,6.7766,1.5062,60.5415,123.3
WithNew-5,4,6.7763,1.5062,62.6262,131.52
Existing-2,4,2.3373,1.6718,16.2015,41.1
Existing-3,4,2.4871,1.6341,11.7294,106.86
Existing-4,4,3.4609,1.6104,35.3044,312.36
Existing-1,4,3.5484,1.6676,60.5415,123.3
WithNew-3,4,3.1037,1.3865,11.7294,106.86
WithNew-2,4,3.4088,1.4288,16.2015,41.1
WithNew-5,4,4.6256,1.5013,60.5415,123.3
WithNew-4,4,4.9966,1.4468,35.3044,312.36
WithNew-1,4,5.1196,1.4625,60.5415,123.3
Existing-3,4,3.0897,1.5866,26.1889,73.98
Existing-1,4,4.2005,1.4834,62.6262,131.52
Existing-4,4,4.2061,1.5302,57.8413,106.86
Existing-2,4,4.3863,1.5385,35.3044,312.36
WithNew-5,4,2.5299,1.6415,6.8019,82.2
WithNew-3,4,3.0782,1.5911,26.1889,73.98
WithNew-2,4,4.2483,1.5922,35.3044,312.36
WithNew-4,4,4.7415,1.5599,57.8413,106.86
WithNew-1,4,4.7552,1.5473,62.6262,131.52
Existing-4,4,2.0411,1.4342,6.8019,82.2
Existing-2,4,4.3513,1.4871,62.6262,131.52
Existing-1,4,4.3601,1.5485,60.5415,123.3
Existing-3,4,4.5044,1.509,57.8413,106.86
WithNew-4,4,2.6041,1.3962,6.8019,82.2
WithNew-5,4,2.8693,1.3271,6.8019,82.2
WithNew-1,4,5.5192,1.3606,60.5415,123.3
WithNew-2,4,5.5316,1.3729,62.6262,131.52
WithNew-3,4,5.5434,1.3383,57.8413,106.86
Existing-1,4,4.6337,1.8013,35.3044,312.36
Existing-2,4,4.81,1.7288,61.4555,106.86
Existing-3,4,5.0514,1.7587,57.8413,106.86
Existing-4,4,5.2988,1.6651,60.5415,123.3
WithNew-4,4,6.4649,1.4781,60.5415,123.3
WithNew-1,4,6.6639,1.5505,35.3044,312.36
WithNew-3,4,7.2005,1.4427,57.8413,106.86
WithNew-2,4,7.2214,1.4381,61.4555,106.86
WithNew-5,4,7.2079,1.4341,61.4555,106.86
Existing-4,4,2.5717,1.401,11.7294,106.86
Existing-2,4,3.0185,1.404,26.1889,73.98
Existing-1,4,3.8949,1.3516,57.8413,106.86
Existing-3,4,4.0465,1.382,35.3044,312.36
WithNew-5,4,2.7331,1.5869,16.2015,41.1
WithNew-4,4,3.0708,1.6437,11.7294,106.86
WithNew-2,4,3.7439,1.5897,26.1889,73.98
WithNew-3,4,4.5798,1.4309,35.3044,312.36
WithNew-1,4,4.7287,1.4308,57.8413,106.86
Existing-4,4,2.6254,1.442,16.2015,41.1
Existing-2,4,3.5922,1.3552,26.1889,73.98
Existing-1,4,4.5852,1.3677,62.6262,131.52
Existing-3,4,4.5991,1.4365,61.4555,106.86
WithNew-4,4,3.3604,1.3435,16.2015,41.1
WithNew-5,4,3.6636,1.3426,16.2015,41.1
WithNew-2,4,4.1408,1.3156,26.1889,73.98
WithNew-1,4,5.498,1.3167,62.6262,131.52
WithNew-3,4,5.4989,1.3167,61.4555,106.86
Existing-4,4,2.339,1.5518,16.2015,41.1
Existing-3,4,3.0829,1.448,26.1889,73.98
Existing-1,4,3.8109,1.4891,35.3044,312.36
Existing-2,4,4.2946,1.4593,57.8413,106.86
WithNew-4,4,3.7715,1.3021,16.2015,41.1
WithNew-3,4,4.2887,1.2719,26.1889,73.98
WithNew-5,4,4.4963,1.3094,57.8413,106.86
WithNew-1,4,5.3048,1.2927,35.3044,312.36
WithNew-2,4,5.4283,1.3095,57.8413,106.86
Existing-4,4,4.8132,1.43,62.6262,131.52
Existing-1,4,5.0457,1.4137,57.8413,106.86
Existing-3,4,5.0559,1.3942,61.4555,106.86
Existing-2,4,5.1942,1.426,35.3044,312.36
WithNew-5,4,3.6054,1.2246,11.7294,106.86
WithNew-4,4,5.6667,1.2964,62.6262,131.52
WithNew-2,4,5.7653,1.3281,35.3044,312.36
WithNew-1,4,5.8541,1.3211,57.8413,106.86
WithNew-3,4,6.0264,1.3551,61.4555,106.86
Existing-1,4,2.6369,1.424,6.8019,82.2
Existing-3,4,3.1578,1.3852,26.1889,73.98
Existing-4,4,4.3591,1.3702,62.6262,131.52
Existing-2,4,4.5598,1.3761,61.4555,106.86
WithNew-1,4,3.3494,1.3411,6.8019,82.2
WithNew-3,4,3.8694,1.3711,26.1889,73.98
WithNew-5,4,5.0276,1.366,61.4555,106.86
WithNew-4,4,5.6988,1.3521,62.6262,131.52
WithNew-2,4,5.7084,1.3531,61.4555,106.86
Existing-4,4,2.2313,1.5464,16.2015,41.1
Existing-1,4,3.9646,1.5335,35.3044,312.36
Existing-3,4,4.3076,1.499,60.5415,123.3
Existing-2,4,4.662,1.5033,62.6262,131.52
WithNew-4,4,3.3037,1.3271,16.2015,41.1
WithNew-1,4,5.1263,1.3266,35.3044,312.36
WithNew-5,4,5.5397,1.4167,57.8413,106.86
WithNew-3,4,5.5936,1.4409,60.5415,123.3
WithNew-2,4,5.9054,1.4115,62.6262,131.52
Existing-4,4,1.4534,1.663,6.8019,82.2
Existing-2,4,2.0085,1.5167,16.2015,41.1
Existing-1,4,2.1277,1.4988,11.7294,106.86
Existing-3,4,3.3115,1.3646,60.5415,123.3
WithNew-4,4,2.39,1.6628,6.8019,82.2
WithNew-2,4,2.5786,1.5896,16.2015,41.1
WithNew-1,4,2.6844,1.5365,11.7294,106.86
WithNew-3,4,4.2686,1.5011,60.5415,123.3
WithNew-5,4,4.2658,1.5011,60.5415,123.3
Existing-3,4,2.7503,1.5677,16.2015,41.1
Existing-2,4,3.2855,1.5461,26.1889,73.98
Existing-1,4,4.4021,1.5667,62.6262,131.52
Existing-4,4,4.405,1.5667,61.4555,106.86
WithNew-5,4,2.1897,1.4402,6.8019,82.2
WithNew-3,4,3.285,1.4459,16.2015,41.1
WithNew-2,4,3.7013,1.3709,26.1889,73.98
WithNew-4,4,4.8941,1.3365,61.4555,106.86
WithNew-1,4,4.9055,1.3375,62.6262,131.52
