Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-3,4,1.7703,1.4524,6.8019,82.2
Existing-1,4,2.6173,1.364,11.7294,106.86
Existing-2,4,2.8731,1.3282,26.1889,73.98
Existing-4,4,3.8081,1.3458,57.8413,106.86
WithNew-3,4,3.0172,1.2943,6.8019,82.2
WithNew-1,4,3.6132,1.2984,11.7294,106.86
WithNew-2,4,3.926,1.2554,26.1889,73.98
WithNew-4,4,5.2058,1.2812,57.8413,106.86
WithNew-5,4,5.2085,1.2802,60.5415,123.3
Existing-1,4,2.3008,1.4653,11.7294,106.86
Existing-3,4,2.4551,1.4244,26.1889,73.98
Existing-4,4,3.5879,1.4259,35.3044,312.36
Existing-2,4,3.739,1.4125,62.6262,131.52
WithNew-1,4,3.709,1.2719,11.7294,106.86
WithNew-3,4,4.1671,1.3896,26.1889,73.98
WithNew-2,4,5.1383,1.3584,62.6262,131.52
WithNew-4,4,5.3658,1.3664,35.3044,312.36
WithNew-5,4,5.5798,1.3272,61.4555,106.86
Existing-2,4,1.9204,1.3739,6.8019,82.2
Existing-1,4,2.6081,1.376,26.1889,73.98
Existing-4,4,2.9166,1.3604,57.8413,106.86
Existing-3,4,3.2942,1.3334,35.3044,312.36
WithNew-2,4,2.7003,1.3467,6.8019,82.2
WithNew-1,4,3.4278,1.3562,26.1889,73.98
WithNew-4,4,4.0599,1.4407,57.8413,106.86
WithNew-5,4,4.2621,1.4782,35.3044,312.36
WithNew-3,4,4.4469,1.4303,35.3044,312.36
Existing-4,4,4.4574,1.318,60.5415,123.3
Existing-1,4,4.7337,1.3564,57.8413,106.86
Existing-2,4,4.8296,1.3967,35.3044,312.36
Existing-3,4,5.0366,1.3344,61.4555,106.86
WithNew-5,4,2.7317,1.4582,6.8019,82.2
WithNew-2,4,5.1957,1.4062,35.3044,312.36
WithNew-1,4,5.4805,1.2979,57.8413,106.86
WithNew-3,4,5.4926,1.2938,61.4555,106.86
WithNew-4,4,5.497,1.292,60.5415,123.3
Existing-3,4,2.2272,1.4084,6.8019,82.2
