Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,4,2.1138,1.5062,16.2015,41.1
Existing-4,4,2.5137,1.5688,6.8019,82.2
Existing-3,4,2.5298,1.6131,11.7294,106.86
Existing-2,4,3.735,1.5653,60.5415,123.3
WithNew-4,4,2.8909,1.4994,6.8019,82.2
WithNew-1,4,3.0418,1.5246,16.2015,41.1
WithNew-5,4,3.0238,1.4908,16.2015,41.1
WithNew-3,4,3.0523,1.4832,11.7294,106.86
WithNew-2,4,4.2657,1.4858,60.5415,123.3
Existing-2,4,2.1582,1.7158,6.8019,82.2
Existing-4,4,3.4797,1.6266,35.3044,312.36
Existing-1,4,3.9265,1.627,61.4555,106.86
Existing-3,4,4.1896,1.5938,62.6262,131.52
WithNew-5,4,2.5625,1.4978,6.8019,82.2
WithNew-2,4,2.6485,1.5471,6.8019,82.2
WithNew-4,4,4.4586,1.5561,35.3044,312.36
WithNew-3,4,4.6728,1.5985,62.6262,131.52
WithNew-1,4,4.6902,1.6437,61.4555,106.86
Existing-4,4,2.2614,1.5531,16.2015,41.1
Existing-2,4,2.4379,1.6437,11.7294,106.86
Existing-1,4,3.2525,1.6409,35.3044,312.36
Existing-3,4,3.7059,1.7573,61.4555,106.86
WithNew-5,4,2.5479,1.6721,11.7294,106.86
WithNew-4,4,2.7933,1.6239,16.2015,41.1
WithNew-2,4,2.8575,1.682,11.7294,106.86
WithNew-1,4,3.9656,1.6663,35.3044,312.36
WithNew-3,4,4.0831,1.673,61.4555,106.86
Existing-2,4,2.3185,1.8045,16.2015,41.1
Existing-4,4,2.5764,1.7441,11.7294,106.86
Existing-1,4,3.902,1.7074,61.4555,106.86
Existing-3,4,4.2514,1.6619,60.5415,123.3
WithNew-5,4,2.8152,1.5759,6.8019,82.2
WithNew-2,4,3.0669,1.4573,16.2015,41.1
WithNew-4,4,3.4861,1.5385,11.7294,106.86
WithNew-1,4,4.5976,1.5476,61.4555,106.86
WithNew-3,4,4.9617,1.5538,60.5415,123.3
Existing-4,4,1.6038,1.6879,6.8019,82.2
Existing-2,4,3.7162,1.6975,35.3044,312.36
Existing-1,4,3.9039,1.6378,61.4555,106.86
Existing-3,4,3.9074,1.5959,62.6262,131.52
WithNew-4,4,3.3191,1.5883,6.8019,82.2
WithNew-5,4,5.5828,1.5205,57.8413,106.86
WithNew-1,4,5.5957,1.5167,61.4555,106.86
WithNew-2,4,5.8019,1.4286,35.3044,312.36
WithNew-3,4,5.9531,1.4837,62.6262,131.52
Existing-4,4,2.2745,1.6473,11.7294,106.86
Existing-3,4,2.6069,1.5646,16.2015,41.1
Existing-2,4,2.9563,1.4817,26.1889,73.98
Existing-1,4,3.9803,1.6861,61.4555,106.86
WithNew-4,4,2.7982,1.6125,11.7294,106.86
WithNew-3,4,3.1759,1.5687,16.2015,41.1
WithNew-2,4,3.7305,1.6139,26.1889,73.98
WithNew-1,4,4.6214,1.6074,61.4555,106.86
WithNew-5,4,4.9636,1.5218,60.5415,123.3
Existing-1,4,2.0169,1.6839,16.2015,41.1
Existing-3,4,2.2744,1.5062,11.7294,106.86
Existing-4,4,3.4685,1.5103,60.5415,123.3
Existing-2,4,3.5596,1.5426,35.3044,312.36
WithNew-5,4,2.5199,1.6849,16.2015,41.1
WithNew-1,4,2.8139,1.5038,16.2015,41.1
WithNew-3,4,3.0253,1.5788,11.7294,106.86
WithNew-2,4,3.8967,1.5722,35.3044,312.36
WithNew-4,4,4.1371,1.5831,60.5415,123.3
Existing-1,4,2.9784,1.6631,26.1889,73.98
Existing-2,4,4.2885,1.6941,35.3044,312.36
Existing-4,4,4.4846,1.5937,57.8413,106.86
Existing-3,4,4.493,1.5988,61.4555,106.86
WithNew-1,4,4.4065,1.714,26.1889,73.98
WithNew-4,4,5.0895,1.6373,57.8413,106.86
WithNew-2,4,5.2752,1.7681,35.3044,312.36
WithNew-3,4,5.5017,1.6439,61.4555,106.86
WithNew-5,4,5.8496,1.6235,61.4555,106.86
Existing-4,4,2.691,1.5966,16.2015,41.1
Existing-3,4,3.0299,1.674,26.1889,73.98
Existing-1,4,4.6153,1.7175,61.4555,106.86
Existing-2,4,4.6177,1.7032,62.6262,131.52
WithNew-4,4,3.9274,1.5428,16.2015,41.1
WithNew-3,4,4.3484,1.5282,26.1889,73.98
WithNew-2,4,6.1791,1.4219,62.6262,131.52
WithNew-1,4,6.1878,1.4469,61.4555,106.86
WithNew-5,4,6.1965,1.5671,60.5415,123.3
Existing-1,4,1.8237,1.6375,11.7294,106.86
Existing-4,4,2.3652,1.5917,26.1889,73.98
Existing-2,4,2.978,1.6123,35.3044,312.36
Existing-3,4,3.423,1.5546,61.4555,106.86
WithNew-1,4,2.655,1.5782,11.7294,106.86
WithNew-5,4,2.781,1.5272,11.7294,106.86
WithNew-4,4,3.1696,1.5428,26.1889,73.98
WithNew-2,4,3.9289,1.5639,35.3044,312.36
WithNew-3,4,4.2034,1.6167,61.4555,106.86
Existing-4,4,2.9852,1.481,11.7294,106.86
Existing-2,4,4.3197,1.484,57.8413,106.86
Existing-3,4,4.7097,1.5514,60.5415,123.3
Existing-1,4,4.8339,1.5332,61.4555,106.86
WithNew-4,4,2.6771,1.6118,11.7294,106.86
WithNew-5,4,5.3829,1.4908,62.6262,131.52
WithNew-3,4,5.7755,1.5696,60.5415,123.3
WithNew-2,4,5.7836,1.5367,57.8413,106.86
WithNew-1,4,5.7961,1.5596,61.4555,106.86
Existing-3,4,4.2342,1.5472,35.3044,312.36
Existing-2,4,4.4252,1.4984,57.8413,106.86
Existing-1,4,4.606,1.5172,61.4555,106.86
Existing-4,4,5.0242,1.4589,62.6262,131.52
WithNew-5,4,2.4653,1.5502,11.7294,106.86
WithNew-3,4,4.3541,1.5293,35.3044,312.36
WithNew-2,4,4.6855,1.627,57.8413,106.86
WithNew-4,4,4.8519,1.5833,62.6262,131.52
WithNew-1,4,5.0464,1.6009,61.4555,106.86
Existing-3,4,2.3092,1.7799,11.7294,106.86
Existing-2,4,4.3704,1.6312,62.6262,131.52
Existing-4,4,4.3856,1.6426,60.5415,123.3
Existing-1,4,4.3965,1.6203,61.4555,106.86
WithNew-3,4,3.2842,1.5299,11.7294,106.86
WithNew-2,4,5.303,1.5435,62.6262,131.52
WithNew-1,4,5.7255,1.5628,61.4555,106.86
WithNew-4,4,6.1567,1.3953,60.5415,123.3
WithNew-5,4,6.1686,1.4163,61.4555,106.86
Existing-4,4,2.2537,1.5594,11.7294,106.86
Existing-1,4,3.563,1.6584,35.3044,312.36
Existing-2,4,4.2547,1.7725,60.5415,123.3
Existing-3,4,4.2543,1.7725,61.4555,106.86
WithNew-4,4,2.8616,1.4113,11.7294,106.86
WithNew-1,4,4.4785,1.6903,35.3044,312.36
WithNew-3,4,5.2155,1.563,61.4555,106.86
WithNew-2,4,5.5077,1.6063,60.5415,123.3
WithNew-5,4,5.523,1.6237,61.4555,106.86
Existing-3,4,2.5784,1.5423,6.8019,82.2
Existing-1,4,3.7943,1.5031,61.4555,106.86
Existing-2,4,4.1061,1.5595,60.5415,123.3
Existing-4,4,4.2349,1.5865,35.3044,312.36
WithNew-5,4,2.3992,1.6046,6.8019,82.2
