Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-4,4,1.9228,1.6732,6.8019,82.2
Existing-3,4,2.1618,1.5377,11.7294,106.86
Existing-2,4,3.7869,1.4302,61.4555,106.86
Existing-1,4,3.7923,1.4261,57.8413,106.86
WithNew-4,4,2.9091,1.376,6.8019,82.2
WithNew-3,4,3.0475,1.4811,11.7294,106.86
WithNew-1,4,5.0564,1.3557,57.8413,106.86
WithNew-5,4,5.2498,1.44,61.4555,106.86
WithNew-2,4,5.3963,1.4042,61.4555,106.86
Existing-4,4,2.2728,1.5885,11.7294,106.86
Existing-3,4,3.1802,1.4461,26.1889,73.98
Existing-1,4,3.7037,1.4084,35.3044,312.36
Existing-2,4,3.8713,1.3823,57.8413,106.86
WithNew-5,4,3.1995,1.4308,11.7294,106.86
WithNew-4,4,3.4837,1.5361,11.7294,106.86
WithNew-3,4,3.6264,1.49,26.1889,73.98
WithNew-2,4,4.7004,1.5074,57.8413,106.86
WithNew-1,4,4.8168,1.5657,35.3044,312.36
Existing-2,4,2.9464,1.4297,16.2015,41.1
Existing-3,4,3.6836,1.4407,26.1889,73.98
Existing-1,4,3.9944,1.4406,60.5415,123.3
Existing-4,4,4.2826,1.3281,61.4555,106.86
WithNew-2,4,3.0831,1.5121,16.2015,41.1
WithNew-3,4,3.2402,1.475,26.1889,73.98
WithNew-5,4,3.5469,1.4802,26.1889,73.98
WithNew-1,4,4.087,1.4709,60.5415,123.3
WithNew-4,4,4.8356,1.5115,61.4555,106.86
Existing-1,4,3.7801,1.5094,57.8413,106.86
Existing-2,4,4.872,1.5094,60.5415,123.3
Existing-4,4,5.2898,1.4688,61.4555,106.86
Existing-3,4,5.4625,1.5437,62.6262,131.52
WithNew-3,4,6.7221,1.2376,62.6262,131.52
WithNew-5,4,7.5626,1.2561,57.8413,106.86
WithNew-2,4,7.5472,1.2561,60.5415,123.3
WithNew-1,4,7.5563,1.2562,57.8413,106.86
WithNew-4,4,7.5514,1.2562,61.4555,106.86
Existing-4,4,2.3881,1.3636,6.8019,82.2
Existing-2,4,4.1216,1.3667,60.5415,123.3
Existing-3,4,4.3593,1.4174,35.3044,312.36
Existing-1,4,4.5851,1.3698,62.6262,131.52
WithNew-4,4,2.1771,1.5285,6.8019,82.2
WithNew-2,4,4.0282,1.3777,60.5415,123.3
WithNew-1,4,4.2167,1.4014,62.6262,131.52
WithNew-3,4,4.4878,1.434,35.3044,312.36
WithNew-5,4,4.4823,1.434,35.3044,312.36
Existing-4,4,2.902,1.3656,16.2015,41.1
Existing-2,4,4.3192,1.4032,35.3044,312.36
Existing-3,4,4.5012,1.4294,57.8413,106.86
Existing-1,4,4.8112,1.3875,62.6262,131.52
WithNew-4,4,3.1173,1.4761,16.2015,41.1
WithNew-5,4,4.6491,1.4677,60.5415,123.3
WithNew-3,4,4.9694,1.4511,57.8413,106.86
WithNew-2,4,5.5754,1.4781,35.3044,312.36
WithNew-1,4,6.0,1.4812,62.6262,131.52
Existing-3,4,2.0082,1.4901,6.8019,82.2
Existing-1,4,2.3853,1.4646,16.2015,41.1
Existing-2,4,4.0302,1.4354,61.4555,106.86
Existing-4,4,4.0226,1.4469,62.6262,131.52
WithNew-3,4,2.437,1.6784,6.8019,82.2
WithNew-1,4,2.8123,1.65,16.2015,41.1
WithNew-5,4,4.1172,1.6286,57.8413,106.86
WithNew-2,4,4.5229,1.6459,61.4555,106.86
WithNew-4,4,4.6942,1.6292,62.6262,131.52
Existing-2,4,1.9447,1.5594,16.2015,41.1
Existing-3,4,1.9393,1.5803,11.7294,106.86
Existing-1,4,2.9561,1.5386,35.3044,312.36
Existing-4,4,3.2489,1.5125,60.5415,123.3
WithNew-2,4,2.1831,1.4597,16.2015,41.1
WithNew-3,4,2.7504,1.457,11.7294,106.86
WithNew-4,4,4.5493,1.4161,60.5415,123.3
WithNew-5,4,4.6575,1.3806,60.5415,123.3
WithNew-1,4,4.6895,1.3743,35.3044,312.36
Existing-4,4,3.6966,1.4978,26.1889,73.98
Existing-1,4,5.4233,1.4125,61.4555,106.86
Existing-3,4,5.4456,1.4125,60.5415,123.3
Existing-2,4,5.83,1.5098,62.6262,131.52
WithNew-4,4,4.1399,1.525,26.1889,73.98
WithNew-2,4,5.9119,1.5099,62.6262,131.52
WithNew-3,4,5.8979,1.5232,60.5415,123.3
WithNew-5,4,6.2699,1.4825,61.4555,106.86
WithNew-1,4,6.4257,1.5094,61.4555,106.86
Existing-1,4,3.0152,1.5097,11.7294,106.86
Existing-4,4,3.2768,1.4207,26.1889,73.98
Existing-2,4,3.809,1.4253,35.3044,312.36
Existing-3,4,3.9856,1.4063,57.8413,106.86
WithNew-1,4,3.2812,1.447,11.7294,106.86
WithNew-4,4,3.9923,1.4333,26.1889,73.98
WithNew-3,4,4.2098,1.449,57.8413,106.86
WithNew-2,4,4.8622,1.4306,35.3044,312.36
WithNew-5,4,4.9741,1.3999,62.6262,131.52
Existing-2,4,3.4143,1.3615,26.1889,73.98
Existing-3,4,4.6306,1.3066,60.5415,123.3
Existing-1,4,4.6474,1.3021,61.4555,106.86
Existing-4,4,5.002,1.3386,62.6262,131.52
WithNew-2,4,3.9542,1.4905,26.1889,73.98
WithNew-1,4,5.4137,1.4397,61.4555,106.86
WithNew-4,4,5.7345,1.5114,62.6262,131.52
WithNew-5,4,5.9934,1.5177,57.8413,106.86
WithNew-3,4,6.0076,1.4814,60.5415,123.3
Existing-4,4,2.0309,1.3952,11.7294,106.86
Existing-1,4,2.394,1.3832,16.2015,41.1
Existing-3,4,3.2298,1.3261,61.4555,106.86
Existing-2,4,4.0588,1.3396,62.6262,131.52
WithNew-4,4,2.9967,1.3765,11.7294,106.86
WithNew-1,4,3.1475,1.4061,16.2015,41.1
WithNew-5,4,3.6837,1.3896,26.1889,73.98
WithNew-3,4,5.0518,1.3886,61.4555,106.86
