Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-4,4,2.5594,1.5344,26.1889,73.98
Existing-1,4,3.9979,1.5973,61.4555,106.86
Existing-2,4,4.0104,1.5907,60.5415,123.3
Existing-3,4,4.1388,1.5195,35.3044,312.36
WithNew-5,4,3.092,1.5886,11.7294,106.86
WithNew-4,4,3.3465,1.6104,26.1889,73.98
WithNew-3,4,4.4107,1.7011,35.3044,312.36
WithNew-2,4,4.6785,1.6987,60.5415,123.3
WithNew-1,4,4.6892,1.6948,61.4555,106.86
Existing-2,4,1.5066,1.7047,6.8019,82.2
Existing-4,4,1.8263,1.6621,16.2015,41.1
Existing-1,4,3.0047,1.6577,35.3044,312.36
Existing-3,4,3.1282,1.6513,61.4555,106.86
WithNew-4,4,2.9762,1.5483,16.2015,41.1
WithNew-2,4,3.2065,1.6302,6.8019,82.2
WithNew-5,4,3.7636,1.7769,26.1889,73.98
WithNew-1,4,4.4917,1.7239,35.3044,312.36
WithNew-3,4,4.6782,1.7458,61.4555,106.86
Existing-3,4,2.0774,1.6158,6.8019,82.2
Existing-2,4,2.4824,1.6241,11.7294,106.86
Existing-4,4,3.6991,1.6216,61.4555,106.86
Existing-1,4,3.7072,1.6137,60.5415,123.3
WithNew-3,4,3.1756,1.6325,6.8019,82.2
WithNew-2,4,3.6022,1.6254,11.7294,106.86
WithNew-1,4,5.3485,1.656,60.5415,123.3
WithNew-4,4,5.3759,1.6986,61.4555,106.86
WithNew-5,4,5.3666,1.6978,35.3044,312.36
Existing-2,4,2.6086,1.5726,6.8019,82.2
Existing-3,4,2.8077,1.5298,16.2015,41.1
Existing-1,4,3.1534,1.5656,26.1889,73.98
Existing-4,4,4.1562,1.4962,62.6262,131.52
WithNew-3,4,3.0922,1.4948,16.2015,41.1
WithNew-2,4,3.0977,1.4764,6.8019,82.2
WithNew-5,4,3.4017,1.5225,16.2015,41.1
WithNew-1,4,3.6809,1.5445,26.1889,73.98
WithNew-4,4,4.7239,1.5891,62.6262,131.52
Existing-1,4,2.8623,1.6353,16.2015,41.1
Existing-4,4,3.3846,1.5894,26.1889,73.98
Existing-3,4,4.9868,1.6249,61.4555,106.86
Existing-2,4,4.9943,1.627,60.5415,123.3
WithNew-1,4,3.6703,1.5264,16.2015,41.1
WithNew-4,4,4.166,1.6757,26.1889,73.98
WithNew-5,4,5.6141,1.5874,61.4555,106.86
WithNew-2,4,5.9607,1.5396,60.5415,123.3
WithNew-3,4,6.1681,1.625,61.4555,106.86
Existing-1,4,2.3174,1.5836,6.8019,82.2
Existing-4,4,3.246,1.7958,26.1889,73.98
Existing-2,4,4.7736,1.6771,57.8413,106.86
Existing-3,4,4.7712,1.6928,61.4555,106.86
WithNew-1,4,3.3698,1.8164,6.8019,82.2
WithNew-5,4,3.7148,1.7074,16.2015,41.1
WithNew-4,4,4.476,1.7712,26.1889,73.98
WithNew-2,4,4.8588,1.7295,57.8413,106.86
WithNew-3,4,5.5166,1.6726,61.4555,106.86
Existing-2,4,2.0927,1.599,6.8019,82.2
Existing-4,4,2.4309,1.619,16.2015,41.1
Existing-3,4,2.582,1.6341,11.7294,106.86
Existing-1,4,2.6673,1.5551,26.1889,73.98
WithNew-2,4,3.2826,1.5591,6.8019,82.2
WithNew-3,4,3.4172,1.5791,11.7294,106.86
WithNew-4,4,3.5538,1.5708,16.2015,41.1
WithNew-1,4,4.1947,1.4469,26.1889,73.98
WithNew-5,4,4.8415,1.5944,57.8413,106.86
Existing-4,4,2.5548,1.6938,16.2015,41.1
Existing-3,4,2.5393,1.6542,6.8019,82.2
Existing-2,4,3.3908,1.65,57.8413,106.86
Existing-1,4,3.8864,1.6406,35.3044,312.36
WithNew-4,4,2.92,1.5934,16.2015,41.1
WithNew-3,4,3.0854,1.6532,6.8019,82.2
WithNew-5,4,3.3624,1.5827,16.2015,41.1
WithNew-1,4,4.5145,1.5354,35.3044,312.36
WithNew-2,4,4.6398,1.5742,57.8413,106.86
Existing-4,4,2.7805,1.5,16.2015,41.1
Existing-2,4,5.236,1.6855,57.8413,106.86
Existing-1,4,5.2543,1.6743,61.4555,106.86
Existing-3,4,5.2606,1.6477,60.5415,123.3
WithNew-4,4,3.0661,1.7521,16.2015,41.1
WithNew-1,4,4.9437,1.7621,61.4555,106.86
WithNew-3,4,5.2045,1.7538,60.5415,123.3
WithNew-2,4,5.4768,1.6475,57.8413,106.86
WithNew-5,4,5.8341,1.6312,61.4555,106.86
Existing-3,4,2.2287,1.607,6.8019,82.2
Existing-2,4,2.628,1.6253,16.2015,41.1
Existing-4,4,2.6374,1.5773,11.7294,106.86
Existing-1,4,3.9889,1.5185,62.6262,131.52
WithNew-3,4,3.1233,1.6406,6.8019,82.2
WithNew-4,4,3.1383,1.6708,11.7294,106.86
WithNew-5,4,3.4668,1.5601,16.2015,41.1
WithNew-2,4,3.4758,1.5576,16.2015,41.1
WithNew-1,4,4.96,1.495,62.6262,131.52
Existing-1,4,1.617,1.6239,6.8019,82.2
Existing-2,4,2.282,1.6488,16.2015,41.1
Existing-4,4,2.4429,1.6885,11.7294,106.86
Existing-3,4,2.5639,1.7494,26.1889,73.98
WithNew-1,4,2.9156,1.4489,6.8019,82.2
WithNew-2,4,3.3985,1.5708,16.2015,41.1
WithNew-3,4,3.545,1.4681,26.1889,73.98
WithNew-4,4,3.5942,1.4696,11.7294,106.86
WithNew-5,4,4.6408,1.5771,61.4555,106.86
Existing-1,4,3.5882,1.6344,26.1889,73.98
Existing-2,4,4.7855,1.5523,57.8413,106.86
Existing-4,4,5.2538,1.5138,60.5415,123.3
Existing-3,4,5.2623,1.5188,61.4555,106.86
WithNew-1,4,4.2377,1.4917,26.1889,73.98
WithNew-2,4,6.2264,1.4604,57.8413,106.86
WithNew-5,4,6.2369,1.4662,57.8413,106.86
WithNew-4,4,6.2462,1.4725,60.5415,123.3
WithNew-3,4,6.4445,1.6143,61.4555,106.86
Existing-2,4,2.0923,1.8301,11.7294,106.86
Existing-3,4,2.7399,1.754,26.1889,73.98
Existing-4,4,3.6728,1.6206,60.5415,123.3
Existing-1,4,3.7991,1.684,35.3044,312.36
WithNew-5,4,3.0671,1.4918,11.7294,106.86
WithNew-2,4,3.3892,1.448,11.7294,106.86
WithNew-3,4,3.564,1.4854,26.1889,73.98
WithNew-1,4,4.3837,1.517,35.3044,312.36
WithNew-4,4,4.4944,1.5272,60.5415,123.3
Existing-2,4,3.0015,1.5916,26.1889,73.98
Existing-4,4,4.3477,1.53,60.5415,123.3
Existing-3,4,4.384,1.4752,57.8413,106.86
Existing-1,4,4.6728,1.4775,61.4555,106.86
WithNew-2,4,4.3175,1.5385,26.1889,73.98
WithNew-5,4,4.5147,1.5292,26.1889,73.98
WithNew-4,4,5.7173,1.5802,60.5415,123.3
WithNew-3,4,5.7473,1.642,57.8413,106.86
WithNew-1,4,5.8344,1.5957,61.4555,106.86
Existing-1,4,1.9899,1.5146,16.2015,41.1
Existing-2,4,2.3392,1.521,11.7294,106.86
Existing-3,4,3.8591,1.669,61.4555,106.86
Existing-4,4,4.1884,1.588,62.6262,131.52
WithNew-1,4,2.972,1.6902,16.2015,41.1
WithNew-2,4,3.2243,1.6035,11.7294,106.86
WithNew-4,4,5.3796,1.7011,62.6262,131.52
WithNew-3,4,5.3941,1.6691,61.4555,106.86
WithNew-5,4,5.5199,1.6699,61.4555,106.86
Existing-2,4,1.9283,1.7116,6.8019,82.2
Existing-1,4,2.6529,1.5838,26.1889,73.98
Existing-3,4,3.901,1.6036,60.5415,123.3
Existing-4,4,4.1854,1.5594,62.6262,131.52
WithNew-2,4,2.4665,1.5264,6.8019,82.2
WithNew-1,4,3.489,1.4844,26.1889,73.98
WithNew-5,4,5.3015,1.6088,62.6262,131.52
WithNew-3,4,5.2911,1.5703,60.5415,123.3
WithNew-4,4,5.2995,1.6079,62.6262,131.52
Existing-3,4,2.3279,1.7085,16.2015,41.1
Existing-2,4,2.5803,1.5238,26.1889,73.98
Existing-1,4,3.5654,1.5596,35.3044,312.36
Existing-4,4,3.6477,1.5312,61.4555,106.86
WithNew-3,4,2.519,1.6402,16.2015,41.1
WithNew-5,4,3.0687,1.6878,11.7294,106.86
WithNew-2,4,3.341,1.619,26.1889,73.98
WithNew-1,4,3.8344,1.5761,35.3044,312.36
WithNew-4,4,4.2311,1.6091,61.4555,106.86
Existing-1,4,2.1678,1.7345,11.7294,106.86
