Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-2,4,3.9312,1.3039,26.1889,73.98
Existing-3,4,4.9209,1.3114,61.4555,106.86
Existing-1,4,5.039,1.3625,60.5415,123.3
Existing-4,4,5.4544,1.3031,57.8413,106.86
WithNew-2,4,4.1459,1.2521,26.1889,73.98
WithNew-1,4,6.1965,1.3726,60.5415,123.3
WithNew-4,4,6.1987,1.3703,57.8413,106.86
WithNew-5,4,6.1788,1.3725,35.3044,312.36
WithNew-3,4,6.3347,1.297,61.4555,106.86
Existing-3,4,2.4211,1.375,16.2015,41.1
Existing-1,4,3.3258,1.3365,26.1889,73.98
Existing-4,4,4.0259,1.3625,57.8413,106.86
Existing-2,4,4.3797,1.3438,61.4555,106.86
WithNew-3,4,3.2016,1.3854,16.2015,41.1
WithNew-5,4,4.37,1.3823,26.1889,73.98
WithNew-1,4,4.4034,1.3917,26.1889,73.98
WithNew-4,4,5.8945,1.35,57.8413,106.86
WithNew-2,4,5.9116,1.348,61.4555,106.86
Existing-1,4,4.0482,1.4098,61.4555,106.86
Existing-2,4,4.3368,1.4722,35.3044,312.36
Existing-3,4,4.9502,1.4537,62.6262,131.52
Existing-4,4,5.1396,1.4714,60.5415,123.3
WithNew-5,4,3.3685,1.4319,6.8019,82.2
WithNew-3,4,6.3,1.3355,62.6262,131.52
WithNew-1,4,6.3305,1.3261,61.4555,106.86
WithNew-4,4,6.3181,1.3251,60.5415,123.3
WithNew-2,4,6.4823,1.3709,35.3044,312.36
Existing-4,4,2.6223,1.3011,6.8019,82.2
Existing-1,4,2.9762,1.3354,11.7294,106.86
Existing-3,4,4.0766,1.3167,57.8413,106.86
Existing-2,4,4.4493,1.3375,61.4555,106.86
WithNew-5,4,3.0816,1.3071,6.8019,82.2
WithNew-4,4,3.2236,1.373,6.8019,82.2
WithNew-1,4,3.6427,1.3424,11.7294,106.86
WithNew-3,4,5.0793,1.2978,57.8413,106.86
WithNew-2,4,5.3987,1.3162,61.4555,106.86
Existing-1,4,2.1774,1.5312,6.8019,82.2
Existing-2,4,2.266,1.541,16.2015,41.1
Existing-4,4,4.2411,1.4172,61.4555,106.86
Existing-3,4,4.3824,1.4105,62.6262,131.52
WithNew-1,4,2.9298,1.5952,6.8019,82.2
WithNew-5,4,3.198,1.4992,11.7294,106.86
WithNew-2,4,3.426,1.4637,16.2015,41.1
WithNew-4,4,5.3199,1.4219,61.4555,106.86
WithNew-3,4,5.3267,1.4062,62.6262,131.52
Existing-4,4,2.19,1.3394,6.8019,82.2
Existing-2,4,2.5963,1.3234,11.7294,106.86
Existing-3,4,4.2062,1.3083,62.6262,131.52
Existing-1,4,4.2163,1.3083,61.4555,106.86
WithNew-2,4,2.8026,1.523,11.7294,106.86
WithNew-4,4,2.9241,1.5754,6.8019,82.2
WithNew-5,4,4.505,1.5681,35.3044,312.36
WithNew-1,4,5.074,1.4851,61.4555,106.86
WithNew-3,4,5.4275,1.4375,62.6262,131.52
Existing-1,4,2.466,1.6646,6.8019,82.2
Existing-3,4,4.9971,1.5063,61.4555,106.86
Existing-4,4,5.1389,1.6176,62.6262,131.52
Existing-2,4,5.2574,1.5698,60.5415,123.3
WithNew-1,4,3.1056,1.3021,6.8019,82.2
WithNew-2,4,5.3851,1.3061,60.5415,123.3
WithNew-5,4,5.6331,1.3038,35.3044,312.36
WithNew-3,4,5.696,1.2968,61.4555,106.86
WithNew-4,4,5.9583,1.3158,62.6262,131.52
Existing-3,4,2.0839,1.4119,6.8019,82.2
Existing-4,4,4.3075,1.35,61.4555,106.86
Existing-1,4,4.3196,1.3435,57.8413,106.86
Existing-2,4,4.4801,1.4261,60.5415,123.3
WithNew-3,4,3.0645,1.5729,6.8019,82.2
