Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.263,1.5063,61.4555,106.86
WithNew-2,1,0.9844,1.9063,11.7294,106.86
WithNew-1,1,2.4064,1.7154,61.4555,106.86
Existing-1,1,0.78,1.8011,16.2015,41.1
WithNew-2,1,0.7892,1.8699,6.8019,82.2
WithNew-1,1,0.9299,1.7438,16.2015,41.1
Existing-1,1,0.5423,1.9606,6.8019,82.2
WithNew-1,1,0.9191,1.9329,6.8019,82.2
WithNew-2,1,2.313,1.6257,62.6262,131.52
Existing-1,1,1.476,1.6759,35.3044,312.36
WithNew-2,1,0.7012,1.8215,6.8019,82.2
WithNew-1,1,1.6102,1.6974,35.3044,312.36
Existing-1,1,0.7822,1.8706,16.2015,41.1
WithNew-1,1,1.0826,1.8157,16.2015,41.1
WithNew-2,1,2.0839,1.7468,35.3044,312.36
Existing-1,1,0.5555,1.9628,6.8019,82.2
WithNew-1,1,0.6986,2.0172,6.8019,82.2
WithNew-2,1,0.8714,1.7813,11.7294,106.86
Existing-1,1,1.5241,1.6514,35.3044,312.36
WithNew-1,1,2.4058,1.7936,35.3044,312.36
WithNew-2,1,2.529,1.7053,61.4555,106.86
Existing-1,1,2.331,1.7071,61.4555,106.86
WithNew-2,1,2.0017,1.7056,26.1889,73.98
WithNew-1,1,2.6697,1.6323,61.4555,106.86
Existing-1,1,0.6528,1.7379,11.7294,106.86
WithNew-1,1,1.0397,1.8539,11.7294,106.86
WithNew-2,1,2.7803,1.6021,62.6262,131.52
Existing-1,1,0.6488,1.8522,6.8019,82.2
WithNew-1,1,0.9703,1.9823,6.8019,82.2
WithNew-2,1,2.5879,1.7072,62.6262,131.52
