Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.3319,1.739,60.5415,123.3
WithNew-1,1,2.9585,1.5115,60.5415,123.3
WithNew-2,1,2.9611,1.5115,62.6262,131.52
Existing-1,1,2.1,1.7282,57.8413,106.86
WithNew-2,1,3.0997,1.6048,61.4555,106.86
WithNew-1,1,3.1006,1.6048,57.8413,106.86
Existing-1,1,1.2326,1.9972,26.1889,73.98
WithNew-1,1,1.728,1.6644,26.1889,73.98
WithNew-2,1,2.9831,1.6507,62.6262,131.52
Existing-1,1,1.1981,1.7654,26.1889,73.98
WithNew-1,1,1.7975,1.5705,26.1889,73.98
WithNew-2,1,2.9472,1.5313,61.4555,106.86
Existing-1,1,2.1653,1.7812,60.5415,123.3
WithNew-2,1,2.6519,1.7647,57.8413,106.86
WithNew-1,1,2.8866,1.7427,60.5415,123.3
Existing-1,1,2.4166,1.8068,61.4555,106.86
WithNew-2,1,3.0513,1.6701,62.6262,131.52
WithNew-1,1,3.0646,1.5995,61.4555,106.86
Existing-1,1,0.6532,1.9796,11.7294,106.86
WithNew-1,1,0.9416,1.7589,11.7294,106.86
WithNew-2,1,2.4088,1.6504,62.6262,131.52
Existing-1,1,2.2497,1.7476,57.8413,106.86
WithNew-2,1,2.9334,1.7073,62.6262,131.52
WithNew-1,1,3.1078,1.6427,57.8413,106.86
Existing-1,1,2.4012,1.7084,60.5415,123.3
WithNew-2,1,3.0859,1.6185,60.5415,123.3
WithNew-1,1,3.093,1.5799,60.5415,123.3
Existing-1,1,2.3029,1.7059,60.5415,123.3
WithNew-1,1,3.136,1.6946,60.5415,123.3
WithNew-2,1,3.1485,1.6737,60.5415,123.3
