Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.7364,1.4999,6.8019,82.2
WithNew-2,1,0.7482,1.8801,6.8019,82.2
WithNew-1,1,0.8577,1.8271,6.8019,82.2
Existing-1,1,0.6946,1.7286,11.7294,106.86
WithNew-2,1,0.9571,1.5892,11.7294,106.86
WithNew-1,1,0.9581,1.5893,11.7294,106.86
Existing-1,1,2.2862,1.7291,57.8413,106.86
WithNew-1,1,2.9581,1.4344,57.8413,106.86
WithNew-2,1,3.2955,1.3988,57.8413,106.86
Existing-1,1,1.3798,1.4583,26.1889,73.98
WithNew-1,1,1.5846,1.6053,26.1889,73.98
WithNew-2,1,1.8261,1.5349,26.1889,73.98
Existing-1,1,2.407,1.4432,61.4555,106.86
WithNew-1,1,3.201,1.6937,61.4555,106.86
WithNew-2,1,3.196,1.6937,61.4555,106.86
Existing-1,1,2.3128,1.5449,60.5415,123.3
WithNew-2,1,2.7619,1.4474,60.5415,123.3
WithNew-1,1,3.2954,1.5118,60.5415,123.3
Existing-1,1,0.8113,1.7508,11.7294,106.86
WithNew-1,1,0.8639,1.8714,11.7294,106.86
WithNew-2,1,1.0144,1.8923,11.7294,106.86
Existing-1,1,2.3686,1.5728,61.4555,106.86
WithNew-1,1,2.963,1.805,61.4555,106.86
WithNew-2,1,3.3162,1.6618,61.4555,106.86
Existing-1,1,2.3449,1.6153,57.8413,106.86
WithNew-1,1,3.0943,1.6193,57.8413,106.86
WithNew-2,1,3.2783,1.5927,57.8413,106.86
Existing-1,1,2.5713,1.5274,61.4555,106.86
WithNew-2,1,2.9577,1.5532,61.4555,106.86
WithNew-1,1,3.265,1.5198,61.4555,106.86
Existing-1,1,2.4888,1.5437,62.6262,131.52
WithNew-1,1,3.3437,1.779,62.6262,131.52
WithNew-2,1,3.354,1.9013,62.6262,131.52
