Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.2282,1.5764,62.6262,131.52
WithNew-2,1,1.2248,1.8125,16.2015,41.1
WithNew-1,1,2.7384,1.6651,62.6262,131.52
Existing-1,1,2.2233,1.6778,62.6262,131.52
WithNew-2,1,3.106,1.5532,61.4555,106.86
WithNew-1,1,3.1106,1.5668,62.6262,131.52
Existing-1,1,2.2754,1.9654,60.5415,123.3
WithNew-2,1,3.1216,1.625,60.5415,123.3
WithNew-1,1,3.147,1.6457,60.5415,123.3
Existing-1,1,0.5392,1.9887,6.8019,82.2
WithNew-1,1,0.6919,1.7852,6.8019,82.2
WithNew-2,1,2.4281,1.5283,62.6262,131.52
Existing-1,1,2.1646,1.597,60.5415,123.3
WithNew-2,1,1.4762,1.7231,26.1889,73.98
WithNew-1,1,2.4876,1.7975,60.5415,123.3
Existing-1,1,0.8828,1.928,16.2015,41.1
WithNew-1,1,1.0084,1.8116,16.2015,41.1
WithNew-2,1,2.3664,1.7548,57.8413,106.86
Existing-1,1,2.1227,1.5563,57.8413,106.86
WithNew-2,1,2.1018,1.6813,35.3044,312.36
WithNew-1,1,2.2108,1.7093,57.8413,106.86
Existing-1,1,0.7946,1.9726,16.2015,41.1
WithNew-1,1,1.0219,1.7848,16.2015,41.1
WithNew-2,1,2.4451,1.7587,61.4555,106.86
Existing-1,1,2.3925,1.7838,62.6262,131.52
WithNew-2,1,1.0449,1.7737,11.7294,106.86
WithNew-1,1,2.3247,1.6106,62.6262,131.52
Existing-1,1,0.5469,1.9456,6.8019,82.2
WithNew-1,1,0.7858,1.8474,6.8019,82.2
WithNew-2,1,2.3663,1.5869,61.4555,106.86
