Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.5363,1.9922,6.8019,82.2
WithNew-1,1,0.8507,2.0127,6.8019,82.2
WithNew-2,1,2.2122,1.6235,61.4555,106.86
Existing-1,1,0.917,1.8832,16.2015,41.1
WithNew-1,1,1.1329,1.7814,16.2015,41.1
WithNew-2,1,2.5291,1.6565,61.4555,106.86
Existing-1,1,2.3816,1.6458,62.6262,131.52
WithNew-1,1,3.0804,1.5194,62.6262,131.52
WithNew-2,1,3.0915,1.6053,62.6262,131.52
Existing-1,1,2.3394,1.5772,60.5415,123.3
WithNew-2,1,0.6952,1.8115,6.8019,82.2
WithNew-1,1,2.5495,1.6583,60.5415,123.3
Existing-1,1,2.4248,1.6547,61.4555,106.86
WithNew-2,1,2.136,1.7691,35.3044,312.36
WithNew-1,1,2.2725,1.6312,61.4555,106.86
Existing-1,1,0.7768,1.772,16.2015,41.1
WithNew-1,1,0.899,1.8119,16.2015,41.1
WithNew-2,1,1.7029,1.7365,35.3044,312.36
Existing-1,1,2.2791,1.5734,57.8413,106.86
WithNew-1,1,2.8206,1.5323,57.8413,106.86
WithNew-2,1,2.981,1.842,60.5415,123.3
Existing-1,1,2.4169,1.6366,61.4555,106.86
WithNew-1,1,2.8582,1.6432,61.4555,106.86
WithNew-2,1,2.8714,1.5374,57.8413,106.86
Existing-1,1,2.3319,1.6465,61.4555,106.86
WithNew-1,1,2.9612,1.6145,61.4555,106.86
WithNew-2,1,3.1109,1.7104,62.6262,131.52
Existing-1,1,2.2724,1.6341,57.8413,106.86
WithNew-2,1,0.9177,1.8525,6.8019,82.2
WithNew-1,1,2.3873,1.6802,57.8413,106.86
