Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,1.3439,1.5252,26.1889,73.98
WithNew-1,1,1.5705,1.5444,26.1889,73.98
WithNew-2,1,1.794,1.5161,26.1889,73.98
Existing-1,1,0.6976,1.7177,11.7294,106.86
WithNew-1,1,0.8661,1.8699,11.7294,106.86
WithNew-2,1,1.0186,1.9184,11.7294,106.86
Existing-1,1,0.6942,1.8136,6.8019,82.2
WithNew-1,1,0.7353,1.8097,6.8019,82.2
WithNew-2,1,0.796,1.7555,6.8019,82.2
Existing-1,1,0.6952,1.8584,11.7294,106.86
WithNew-2,1,0.8571,1.8998,11.7294,106.86
WithNew-1,1,1.0157,1.8025,11.7294,106.86
Existing-1,1,2.3766,1.6571,60.5415,123.3
WithNew-2,1,3.0108,1.8031,60.5415,123.3
WithNew-1,1,3.0178,1.801,60.5415,123.3
Existing-1,1,2.435,1.7291,60.5415,123.3
WithNew-2,1,3.2626,1.7071,60.5415,123.3
WithNew-1,1,3.2705,1.689,60.5415,123.3
Existing-1,1,2.326,1.635,60.5415,123.3
WithNew-1,1,2.7832,1.7746,60.5415,123.3
WithNew-2,1,3.0733,1.7222,60.5415,123.3
Existing-1,1,2.2719,1.8355,62.6262,131.52
WithNew-1,1,3.3794,1.6565,62.6262,131.52
WithNew-2,1,3.3921,1.622,62.6262,131.52
Existing-1,1,1.6125,1.6313,35.3044,312.36
WithNew-1,1,1.8494,1.8008,35.3044,312.36
WithNew-2,1,1.9527,1.8612,35.3044,312.36
Existing-1,1,2.2649,1.7731,57.8413,106.86
WithNew-1,1,3.036,1.7324,57.8413,106.86
WithNew-2,1,3.3527,1.6073,57.8413,106.86
Existing-1,1,0.5705,1.9052,6.8019,82.2
WithNew-1,1,0.7241,1.6948,6.8019,82.2
WithNew-2,1,0.786,1.7004,6.8019,82.2
