Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.7847,1.8228,16.2015,41.1
WithNew-1,1,0.9158,1.8183,16.2015,41.1
WithNew-2,1,1.0729,1.7776,16.2015,41.1
Existing-1,1,1.3726,1.8577,35.3044,312.36
WithNew-1,1,2.2899,1.6095,35.3044,312.36
WithNew-2,1,2.4139,1.6203,60.5415,123.3
Existing-1,1,1.4624,1.6876,35.3044,312.36
WithNew-2,1,0.8136,1.8354,11.7294,106.86
WithNew-1,1,1.8002,1.6765,35.3044,312.36
Existing-1,1,0.5412,1.9559,6.8019,82.2
WithNew-1,1,0.9107,1.7699,6.8019,82.2
WithNew-2,1,2.4598,1.5859,57.8413,106.86
Existing-1,1,2.2323,1.7187,62.6262,131.52
WithNew-2,1,3.1447,1.689,62.6262,131.52
WithNew-1,1,3.1493,1.689,62.6262,131.52
Existing-1,1,2.3198,1.6281,62.6262,131.52
WithNew-2,1,1.7368,1.6385,26.1889,73.98
WithNew-1,1,2.9526,1.7156,62.6262,131.52
Existing-1,1,0.6491,2.0244,11.7294,106.86
WithNew-1,1,0.9191,1.9274,11.7294,106.86
WithNew-2,1,2.37,1.6682,60.5415,123.3
Existing-1,1,1.3624,1.7342,35.3044,312.36
WithNew-1,1,2.0186,1.6696,35.3044,312.36
WithNew-2,1,2.4067,1.5584,60.5415,123.3
Existing-1,1,0.7327,2.0568,11.7294,106.86
WithNew-1,1,0.8071,2.0113,11.7294,106.86
WithNew-2,1,0.9814,1.6844,16.2015,41.1
Existing-1,1,0.7715,2.0032,16.2015,41.1
WithNew-1,1,1.1964,1.6892,16.2015,41.1
WithNew-2,1,1.5745,1.5475,26.1889,73.98
