Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.3703,1.4713,61.4555,106.86
WithNew-1,1,3.1341,1.6206,61.4555,106.86
WithNew-2,1,3.1438,1.625,61.4555,106.86
Existing-1,1,2.2853,1.823,57.8413,106.86
WithNew-1,1,3.1066,1.6671,57.8413,106.86
WithNew-2,1,3.286,1.5944,57.8413,106.86
Existing-1,1,2.3894,1.819,60.5415,123.3
WithNew-1,1,3.0365,1.8845,60.5415,123.3
WithNew-2,1,3.3594,1.7743,60.5415,123.3
Existing-1,1,0.846,1.8844,16.2015,41.1
WithNew-2,1,1.0127,1.8538,16.2015,41.1
WithNew-1,1,1.1705,1.7583,16.2015,41.1
Existing-1,1,0.7186,1.8624,11.7294,106.86
WithNew-1,1,0.8692,1.859,11.7294,106.86
WithNew-2,1,0.977,1.7948,11.7294,106.86
Existing-1,1,0.8302,1.7617,11.7294,106.86
WithNew-2,1,0.8465,1.8791,11.7294,106.86
WithNew-1,1,0.9429,1.6578,11.7294,106.86
Existing-1,1,1.2639,1.9268,26.1889,73.98
WithNew-2,1,1.6576,1.7001,26.1889,73.98
WithNew-1,1,1.793,1.6247,26.1889,73.98
Existing-1,1,0.5778,1.7823,6.8019,82.2
WithNew-1,1,0.7524,1.8985,6.8019,82.2
WithNew-2,1,0.8656,1.8824,6.8019,82.2
Existing-1,1,0.722,1.6929,6.8019,82.2
WithNew-1,1,0.7564,1.8301,6.8019,82.2
WithNew-2,1,0.8526,1.8219,6.8019,82.2
Existing-1,1,1.5622,1.8227,35.3044,312.36
WithNew-1,1,1.8658,1.7892,35.3044,312.36
WithNew-2,1,2.001,1.7662,35.3044,312.36
Existing-1,1,2.428,1.6129,60.5415,123.3
WithNew-1,1,2.9714,1.7887,60.5415,123.3
WithNew-2,1,2.9637,1.8144,60.5415,123.3
