Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.5736,1.4395,60.5415,123.3
WithNew-2,1,3.1141,1.5971,60.5415,123.3
WithNew-1,1,3.1227,1.6684,60.5415,123.3
Existing-1,1,2.3865,1.6334,60.5415,123.3
WithNew-2,1,3.361,1.4803,60.5415,123.3
WithNew-1,1,3.3742,1.4407,60.5415,123.3
Existing-1,1,2.4253,1.7193,62.6262,131.52
WithNew-2,1,3.3987,1.6261,62.6262,131.52
WithNew-1,1,3.4124,1.6312,62.6262,131.52
Existing-1,1,2.2352,1.6848,62.6262,131.52
WithNew-1,1,2.9682,1.7614,62.6262,131.52
WithNew-2,1,3.2239,1.6927,62.6262,131.52
Existing-1,1,1.4455,1.6385,35.3044,312.36
WithNew-2,1,1.6476,1.7532,35.3044,312.36
WithNew-1,1,1.7356,1.7259,35.3044,312.36
Existing-1,1,1.2267,1.7406,26.1889,73.98
WithNew-2,1,1.6935,1.7197,26.1889,73.98
WithNew-1,1,1.7024,1.7026,26.1889,73.98
Existing-1,1,1.351,1.8358,26.1889,73.98
WithNew-2,1,1.6867,1.7028,26.1889,73.98
WithNew-1,1,1.6945,1.7253,26.1889,73.98
Existing-1,1,2.4029,1.6587,61.4555,106.86
WithNew-1,1,3.2107,1.6605,61.4555,106.86
WithNew-2,1,3.2238,1.6817,61.4555,106.86
Existing-1,1,0.8508,1.7921,16.2015,41.1
WithNew-1,1,1.1377,1.7418,16.2015,41.1
WithNew-2,1,1.1379,1.7427,16.2015,41.1
Existing-1,1,2.2399,1.8309,60.5415,123.3
WithNew-1,1,3.3397,1.7575,60.5415,123.3
WithNew-2,1,3.3483,1.7771,60.5415,123.3
Existing-1,1,0.6238,1.9553,6.8019,82.2
WithNew-1,1,0.7328,1.8219,6.8019,82.2
WithNew-2,1,0.8021,1.6897,6.8019,82.2
