Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.4034,1.6635,60.5415,123.3
WithNew-2,1,1.8657,1.6775,26.1889,73.98
WithNew-1,1,2.8911,1.5887,60.5415,123.3
Existing-1,1,2.0934,1.6953,57.8413,106.86
WithNew-2,1,0.967,1.6794,11.7294,106.86
WithNew-1,1,2.299,1.7235,57.8413,106.86
Existing-1,1,0.6422,1.8186,11.7294,106.86
WithNew-1,1,1.2188,1.8566,11.7294,106.86
WithNew-2,1,2.3502,1.6763,62.6262,131.52
Existing-1,1,1.3141,1.6708,26.1889,73.98
WithNew-1,1,1.5786,1.8676,26.1889,73.98
WithNew-2,1,2.8174,1.5222,57.8413,106.86
Existing-1,1,0.6441,1.8636,11.7294,106.86
WithNew-1,1,0.9974,1.761,11.7294,106.86
WithNew-2,1,2.4169,1.652,57.8413,106.86
Existing-1,1,1.3492,1.5766,35.3044,312.36
WithNew-2,1,0.8883,1.8215,11.7294,106.86
WithNew-1,1,1.5405,1.7406,35.3044,312.36
Existing-1,1,1.4415,1.6809,35.3044,312.36
WithNew-2,1,0.8827,1.7408,11.7294,106.86
WithNew-1,1,1.625,1.9042,35.3044,312.36
Existing-1,1,1.2349,1.7825,26.1889,73.98
WithNew-2,1,0.9228,2.0026,6.8019,82.2
WithNew-1,1,1.3474,1.7441,26.1889,73.98
Existing-1,1,1.3658,1.8031,35.3044,312.36
WithNew-2,1,1.4046,1.8363,26.1889,73.98
WithNew-1,1,1.9983,1.6551,35.3044,312.36
Existing-1,1,0.6401,1.9532,6.8019,82.2
WithNew-1,1,0.752,1.879,6.8019,82.2
WithNew-2,1,1.4329,1.7077,26.1889,73.98
