Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.3046,1.7646,61.4555,106.86
WithNew-2,1,2.9749,1.7501,62.6262,131.52
WithNew-1,1,2.9802,1.7501,61.4555,106.86
Existing-1,1,2.4942,1.6632,62.6262,131.52
WithNew-2,1,1.516,1.8542,16.2015,41.1
WithNew-1,1,2.589,1.7066,62.6262,131.52
Existing-1,1,2.2429,1.7059,57.8413,106.86
WithNew-2,1,0.7442,1.8809,6.8019,82.2
WithNew-1,1,2.4703,1.5801,57.8413,106.86
Existing-1,1,0.7893,1.8094,16.2015,41.1
WithNew-2,1,1.0941,1.7828,16.2015,41.1
WithNew-1,1,1.1023,1.719,16.2015,41.1
Existing-1,1,2.245,1.5533,60.5415,123.3
WithNew-2,1,1.0519,1.9677,11.7294,106.86
WithNew-1,1,2.4092,1.7324,60.5415,123.3
Existing-1,1,1.3627,1.7555,35.3044,312.36
WithNew-1,1,2.1012,1.7645,35.3044,312.36
WithNew-2,1,2.3009,1.764,57.8413,106.86
Existing-1,1,0.812,1.8866,16.2015,41.1
WithNew-1,1,1.0668,1.7983,16.2015,41.1
WithNew-2,1,1.4595,1.738,26.1889,73.98
Existing-1,1,2.2742,1.7911,61.4555,106.86
WithNew-2,1,3.0034,1.6963,57.8413,106.86
WithNew-1,1,3.0008,1.6963,61.4555,106.86
Existing-1,1,1.198,1.986,26.1889,73.98
WithNew-2,1,1.0514,1.8592,11.7294,106.86
WithNew-1,1,1.3022,1.5923,26.1889,73.98
Existing-1,1,1.3835,1.8076,35.3044,312.36
WithNew-1,1,2.0382,1.7293,35.3044,312.36
WithNew-2,1,2.4639,1.6838,62.6262,131.52
