Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.2664,1.6506,57.8413,106.86
WithNew-1,1,2.7949,1.7841,57.8413,106.86
WithNew-2,1,2.9456,1.6786,60.5415,123.3
Existing-1,1,0.5418,2.019,6.8019,82.2
WithNew-1,1,0.6919,1.9764,6.8019,82.2
WithNew-2,1,0.8505,1.7447,11.7294,106.86
Existing-1,1,0.8872,1.9112,16.2015,41.1
WithNew-1,1,1.3534,1.8887,16.2015,41.1
WithNew-2,1,2.5274,1.604,61.4555,106.86
Existing-1,1,2.0674,1.7247,57.8413,106.86
WithNew-1,1,2.752,1.7338,57.8413,106.86
WithNew-2,1,2.912,1.7128,57.8413,106.86
Existing-1,1,2.271,1.6865,57.8413,106.86
WithNew-2,1,1.0324,1.9015,11.7294,106.86
WithNew-1,1,2.433,1.8063,57.8413,106.86
Existing-1,1,2.3234,1.6206,62.6262,131.52
WithNew-2,1,1.4961,1.6443,26.1889,73.98
WithNew-1,1,2.6321,1.6233,62.6262,131.52
Existing-1,1,2.1839,1.7218,60.5415,123.3
WithNew-1,1,2.8904,1.6054,60.5415,123.3
WithNew-2,1,3.247,1.5175,62.6262,131.52
Existing-1,1,0.652,1.974,11.7294,106.86
WithNew-1,1,1.2596,1.5626,11.7294,106.86
WithNew-2,1,1.5159,1.4917,26.1889,73.98
Existing-1,1,2.2412,1.7639,60.5415,123.3
WithNew-2,1,2.2091,1.5686,35.3044,312.36
WithNew-1,1,2.3719,1.5804,60.5415,123.3
Existing-1,1,0.6479,1.9733,11.7294,106.86
WithNew-1,1,0.9075,1.9365,11.7294,106.86
WithNew-2,1,2.3382,1.617,61.4555,106.86
