Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.9071,1.7991,16.2015,41.1
WithNew-1,1,1.0198,1.9055,16.2015,41.1
WithNew-2,1,2.3709,1.5551,57.8413,106.86
Existing-1,1,2.2654,1.6376,57.8413,106.86
WithNew-2,1,1.4833,1.7041,11.7294,106.86
WithNew-1,1,2.4875,1.5077,57.8413,106.86
Existing-1,1,0.6402,1.969,11.7294,106.86
WithNew-1,1,0.9433,1.946,11.7294,106.86
WithNew-2,1,2.4753,1.6476,57.8413,106.86
Existing-1,1,0.8826,1.8862,16.2015,41.1
WithNew-2,1,0.7942,1.9083,6.8019,82.2
WithNew-1,1,1.0295,1.7163,16.2015,41.1
Existing-1,1,0.5452,1.9417,6.8019,82.2
WithNew-1,1,0.654,1.9104,6.8019,82.2
WithNew-2,1,1.5309,1.6078,35.3044,312.36
Existing-1,1,2.2932,1.588,61.4555,106.86
WithNew-2,1,0.9544,1.7951,6.8019,82.2
WithNew-1,1,2.3699,1.6834,61.4555,106.86
Existing-1,1,1.4584,1.7999,35.3044,312.36
WithNew-2,1,0.7693,1.5166,6.8019,82.2
WithNew-1,1,1.5831,1.6504,35.3044,312.36
Existing-1,1,2.2336,1.4373,62.6262,131.52
WithNew-2,1,1.22,1.7296,16.2015,41.1
WithNew-1,1,2.5797,1.7237,62.6262,131.52
Existing-1,1,1.145,1.8795,26.1889,73.98
WithNew-2,1,0.8466,1.8933,6.8019,82.2
WithNew-1,1,1.2347,1.8099,26.1889,73.98
Existing-1,1,0.639,1.9519,6.8019,82.2
WithNew-1,1,0.6465,2.0294,6.8019,82.2
WithNew-2,1,1.5354,1.6167,35.3044,312.36
