Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,7.5902,1.5514,60.5415,123.3
WithNew-2,1,3.0668,1.5285,62.6262,131.52
WithNew-1,1,3.3924,1.3346,60.5415,123.3
Existing-1,1,2.1154,1.5259,60.5415,123.3
WithNew-1,1,2.9838,1.5893,60.5415,123.3
WithNew-2,1,2.9913,1.5991,57.8413,106.86
Existing-1,1,2.3108,1.6653,60.5415,123.3
WithNew-2,1,2.1291,1.8129,35.3044,312.36
WithNew-1,1,2.6979,1.5599,60.5415,123.3
Existing-1,1,0.7942,1.884,11.7294,106.86
WithNew-1,1,0.8766,1.8385,11.7294,106.86
WithNew-2,1,1.0639,1.4395,16.2015,41.1
Existing-1,1,0.6469,1.8674,11.7294,106.86
WithNew-2,1,0.7715,1.917,6.8019,82.2
WithNew-1,1,0.774,1.9148,11.7294,106.86
Existing-1,1,0.5351,2.0179,6.8019,82.2
WithNew-1,1,0.6808,1.9471,6.8019,82.2
WithNew-2,1,2.2156,1.4916,61.4555,106.86
Existing-1,1,2.2692,1.3712,60.5415,123.3
WithNew-2,1,2.165,1.7344,35.3044,312.36
WithNew-1,1,2.3067,1.6645,60.5415,123.3
Existing-1,1,0.8142,1.8287,16.2015,41.1
WithNew-2,1,0.7992,1.8761,11.7294,106.86
WithNew-1,1,1.0163,1.8076,16.2015,41.1
Existing-1,1,0.8004,1.8925,16.2015,41.1
WithNew-2,1,0.7679,1.9644,6.8019,82.2
WithNew-1,1,0.899,1.8224,16.2015,41.1
Existing-1,1,2.3658,1.9247,61.4555,106.86
WithNew-2,1,1.7196,1.7797,26.1889,73.98
WithNew-1,1,2.6091,1.6287,61.4555,106.86
