Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.2274,1.683,60.5415,123.3
WithNew-2,1,1.2494,1.7333,16.2015,41.1
WithNew-1,1,2.567,1.5052,60.5415,123.3
Existing-1,1,0.8204,1.7403,16.2015,41.1
WithNew-2,1,0.853,1.6188,11.7294,106.86
WithNew-1,1,0.9281,1.5746,16.2015,41.1
Existing-1,1,1.346,1.6656,35.3044,312.36
WithNew-1,1,2.0742,1.7357,35.3044,312.36
WithNew-2,1,2.4597,1.3451,62.6262,131.52
Existing-1,1,0.6464,1.9322,6.8019,82.2
WithNew-2,1,0.6846,1.9977,6.8019,82.2
WithNew-1,1,0.8448,1.5288,6.8019,82.2
Existing-1,1,0.5343,1.7334,6.8019,82.2
WithNew-1,1,0.7961,1.9125,6.8019,82.2
WithNew-2,1,0.8811,1.839,16.2015,41.1
Existing-1,1,2.1485,1.6188,60.5415,123.3
WithNew-1,1,3.2496,1.7038,60.5415,123.3
WithNew-2,1,3.2436,1.7033,62.6262,131.52
Existing-1,1,1.4608,1.8028,35.3044,312.36
WithNew-1,1,2.1351,1.6169,35.3044,312.36
WithNew-2,1,2.6197,1.4917,61.4555,106.86
Existing-1,1,1.3457,1.7511,35.3044,312.36
WithNew-1,1,2.2123,1.6719,35.3044,312.36
WithNew-2,1,2.6937,1.3758,62.6262,131.52
Existing-1,1,1.1276,1.8116,26.1889,73.98
WithNew-1,1,1.467,1.6126,26.1889,73.98
WithNew-2,1,2.7074,1.3672,60.5415,123.3
Existing-1,1,0.8838,1.7698,16.2015,41.1
WithNew-1,1,0.9141,1.8073,16.2015,41.1
WithNew-2,1,1.6955,1.4707,35.3044,312.36
