Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,1.2469,1.722,26.1889,73.98
WithNew-1,1,1.6894,1.6706,26.1889,73.98
WithNew-2,1,2.6517,1.4418,57.8413,106.86
Existing-1,1,2.1748,1.6896,60.5415,123.3
WithNew-2,1,2.173,1.6886,35.3044,312.36
WithNew-1,1,2.3382,1.5667,60.5415,123.3
Existing-1,1,2.4252,1.5917,60.5415,123.3
WithNew-2,1,3.2254,1.4657,57.8413,106.86
WithNew-1,1,3.2257,1.4657,60.5415,123.3
Existing-1,1,0.8197,1.8487,16.2015,41.1
WithNew-1,1,1.0756,1.6917,16.2015,41.1
WithNew-2,1,2.431,1.4511,57.8413,106.86
Existing-1,1,2.5699,1.5202,62.6262,131.52
WithNew-2,1,2.3584,1.721,35.3044,312.36
WithNew-1,1,2.6033,1.3414,62.6262,131.52
Existing-1,1,0.7309,1.873,11.7294,106.86
WithNew-1,1,1.0594,1.886,11.7294,106.86
WithNew-2,1,2.5387,1.4751,60.5415,123.3
Existing-1,1,2.2507,1.6782,57.8413,106.86
WithNew-2,1,1.0905,1.7503,11.7294,106.86
WithNew-1,1,2.25,1.4334,57.8413,106.86
Existing-1,1,0.8113,1.7943,16.2015,41.1
WithNew-1,1,0.9958,1.8058,16.2015,41.1
WithNew-2,1,2.4,1.659,60.5415,123.3
Existing-1,1,0.7364,1.9386,11.7294,106.86
WithNew-1,1,0.887,1.9487,11.7294,106.86
WithNew-2,1,2.4021,1.546,62.6262,131.52
Existing-1,1,0.813,1.8958,16.2015,41.1
WithNew-1,1,1.0258,1.784,16.2015,41.1
WithNew-2,1,2.4039,1.5039,57.8413,106.86
