Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.2303,1.852,62.6262,131.52
WithNew-2,1,2.8832,1.6088,61.4555,106.86
WithNew-1,1,2.8853,1.6089,62.6262,131.52
Existing-1,1,1.2359,1.6303,26.1889,73.98
WithNew-2,1,0.7428,1.9123,6.8019,82.2
WithNew-1,1,1.4499,1.6707,26.1889,73.98
Existing-1,1,0.5727,1.9888,6.8019,82.2
WithNew-1,1,0.8756,1.9724,6.8019,82.2
WithNew-2,1,2.379,1.6446,57.8413,106.86
Existing-1,1,1.1875,1.6984,26.1889,73.98
WithNew-2,1,0.714,1.7332,6.8019,82.2
WithNew-1,1,1.3284,1.8082,26.1889,73.98
Existing-1,1,2.2777,1.7522,61.4555,106.86
WithNew-2,1,2.7385,1.607,60.5415,123.3
WithNew-1,1,2.7482,1.5912,61.4555,106.86
Existing-1,1,0.6387,1.9217,11.7294,106.86
WithNew-1,1,0.7942,1.8542,11.7294,106.86
WithNew-2,1,0.9805,1.8641,16.2015,41.1
Existing-1,1,2.1836,1.7409,60.5415,123.3
WithNew-1,1,2.6946,1.6072,60.5415,123.3
WithNew-2,1,2.8508,1.5984,62.6262,131.52
Existing-1,1,0.8895,1.8615,16.2015,41.1
WithNew-1,1,0.9821,1.8081,16.2015,41.1
WithNew-2,1,2.3645,1.8119,60.5415,123.3
Existing-1,1,2.1592,1.7307,61.4555,106.86
WithNew-2,1,1.2413,1.5753,16.2015,41.1
WithNew-1,1,2.4188,1.5409,61.4555,106.86
Existing-1,1,0.7805,1.771,16.2015,41.1
WithNew-1,1,1.0037,1.7367,16.2015,41.1
WithNew-2,1,2.4961,1.5889,62.6262,131.52
