Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.8041,1.8997,16.2015,41.1
WithNew-1,1,1.0668,1.7592,16.2015,41.1
WithNew-2,1,2.6736,1.4187,62.6262,131.52
Existing-1,1,2.2167,1.6083,61.4555,106.86
WithNew-2,1,1.5456,1.8402,26.1889,73.98
WithNew-1,1,2.5786,1.6099,61.4555,106.86
Existing-1,1,2.3287,1.5541,61.4555,106.86
WithNew-1,1,2.83,1.5875,61.4555,106.86
WithNew-2,1,3.1533,1.5679,62.6262,131.52
Existing-1,1,2.3411,1.4025,60.5415,123.3
WithNew-2,1,3.3628,1.5203,60.5415,123.3
WithNew-1,1,3.3721,1.5879,60.5415,123.3
Existing-1,1,2.4163,1.8081,57.8413,106.86
WithNew-2,1,1.476,1.851,16.2015,41.1
WithNew-1,1,2.6471,1.5247,57.8413,106.86
Existing-1,1,0.7871,1.7649,16.2015,41.1
WithNew-1,1,0.8783,1.8808,16.2015,41.1
WithNew-2,1,0.962,1.8284,11.7294,106.86
Existing-1,1,2.4271,1.701,62.6262,131.52
WithNew-2,1,1.1677,1.7545,11.7294,106.86
WithNew-1,1,2.5167,1.4555,62.6262,131.52
Existing-1,1,0.8775,1.9158,16.2015,41.1
WithNew-1,1,1.0245,1.8235,16.2015,41.1
WithNew-2,1,2.5433,1.6011,60.5415,123.3
Existing-1,1,2.3238,1.729,61.4555,106.86
WithNew-2,1,1.236,1.6818,16.2015,41.1
WithNew-1,1,2.5663,1.5072,61.4555,106.86
Existing-1,1,1.9976,1.7597,57.8413,106.86
WithNew-2,1,0.9087,1.7821,11.7294,106.86
WithNew-1,1,2.1704,1.5193,57.8413,106.86
