Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.889,1.9575,16.2015,41.1
WithNew-1,1,1.1051,1.7876,16.2015,41.1
WithNew-2,1,2.4706,1.6596,60.5415,123.3
Existing-1,1,2.2265,1.6152,62.6262,131.52
WithNew-1,1,2.6921,1.7722,62.6262,131.52
WithNew-2,1,3.1736,1.6115,60.5415,123.3
Existing-1,1,0.656,1.8597,11.7294,106.86
WithNew-1,1,0.967,1.8677,11.7294,106.86
WithNew-2,1,2.3669,1.713,61.4555,106.86
Existing-1,1,0.6336,1.941,6.8019,82.2
WithNew-2,1,0.7039,1.7726,6.8019,82.2
WithNew-1,1,0.7392,1.7303,6.8019,82.2
Existing-1,1,1.3415,1.8234,35.3044,312.36
WithNew-2,1,0.7973,1.722,11.7294,106.86
WithNew-1,1,1.5434,1.5808,35.3044,312.36
Existing-1,1,0.7855,1.8991,16.2015,41.1
WithNew-1,1,1.1541,1.848,16.2015,41.1
WithNew-2,1,1.1608,1.9042,16.2015,41.1
Existing-1,1,2.2101,1.6163,60.5415,123.3
WithNew-2,1,1.4945,1.5939,26.1889,73.98
WithNew-1,1,2.5005,1.5511,60.5415,123.3
Existing-1,1,1.3583,1.7568,35.3044,312.36
WithNew-2,1,1.4951,1.8428,26.1889,73.98
WithNew-1,1,1.8603,1.7779,35.3044,312.36
Existing-1,1,2.1123,1.724,57.8413,106.86
WithNew-2,1,2.8233,1.5213,60.5415,123.3
WithNew-1,1,2.8302,1.4974,57.8413,106.86
Existing-1,1,1.2375,1.6753,26.1889,73.98
WithNew-1,1,1.4282,1.7738,26.1889,73.98
WithNew-2,1,2.5616,1.714,62.6262,131.52
