Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,1.1405,1.8162,26.1889,73.98
WithNew-1,1,1.5686,1.8176,26.1889,73.98
WithNew-2,1,2.7782,1.7111,62.6262,131.52
Existing-1,1,2.3055,1.711,60.5415,123.3
WithNew-2,1,1.2203,1.8533,11.7294,106.86
WithNew-1,1,2.3968,1.721,60.5415,123.3
Existing-1,1,0.7451,2.0541,11.7294,106.86
WithNew-1,1,1.0716,1.7615,11.7294,106.86
WithNew-2,1,2.487,1.6704,61.4555,106.86
Existing-1,1,2.2926,1.7586,61.4555,106.86
WithNew-2,1,2.903,1.5941,57.8413,106.86
WithNew-1,1,3.2615,1.5688,61.4555,106.86
Existing-1,1,1.3819,1.8108,35.3044,312.36
WithNew-1,1,2.2037,1.8021,35.3044,312.36
WithNew-2,1,2.6915,1.7516,60.5415,123.3
Existing-1,1,2.4419,1.846,62.6262,131.52
WithNew-2,1,1.1236,1.73,11.7294,106.86
WithNew-1,1,2.5341,1.5948,62.6262,131.52
Existing-1,1,2.3608,1.7272,62.6262,131.52
WithNew-2,1,1.7363,1.7471,26.1889,73.98
WithNew-1,1,2.8799,1.6149,62.6262,131.52
Existing-1,1,0.542,1.9764,6.8019,82.2
WithNew-1,1,0.9389,1.8563,6.8019,82.2
WithNew-2,1,2.4952,1.6732,61.4555,106.86
Existing-1,1,2.5104,1.6374,62.6262,131.52
WithNew-2,1,1.7186,1.6251,26.1889,73.98
WithNew-1,1,2.8289,1.5094,62.6262,131.52
Existing-1,1,2.2924,1.7028,61.4555,106.86
WithNew-2,1,2.4263,1.8137,35.3044,312.36
WithNew-1,1,2.6215,1.6989,61.4555,106.86
