Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.4279,1.7721,62.6262,131.52
WithNew-2,1,2.6605,1.7021,57.8413,106.86
WithNew-1,1,3.1193,1.7407,62.6262,131.52
Existing-1,1,2.2181,1.7068,60.5415,123.3
WithNew-1,1,3.3939,1.7244,60.5415,123.3
WithNew-2,1,3.4021,1.7272,62.6262,131.52
Existing-1,1,1.4522,1.9053,35.3044,312.36
WithNew-2,1,0.704,1.944,6.8019,82.2
WithNew-1,1,1.6014,1.7174,35.3044,312.36
Existing-1,1,0.818,2.0353,16.2015,41.1
WithNew-1,1,1.1032,1.8418,16.2015,41.1
WithNew-2,1,2.5784,1.7361,62.6262,131.52
Existing-1,1,0.5406,1.9802,6.8019,82.2
WithNew-1,1,0.7461,1.8404,6.8019,82.2
WithNew-2,1,2.3655,1.6082,60.5415,123.3
Existing-1,1,2.406,1.6464,60.5415,123.3
WithNew-1,1,2.9907,1.6407,60.5415,123.3
WithNew-2,1,3.0027,1.6353,57.8413,106.86
Existing-1,1,0.6876,1.811,11.7294,106.86
WithNew-1,1,0.9494,1.724,11.7294,106.86
WithNew-2,1,2.452,1.6126,57.8413,106.86
Existing-1,1,0.7869,1.9443,16.2015,41.1
WithNew-2,1,0.7724,1.8796,6.8019,82.2
WithNew-1,1,0.8891,1.7302,16.2015,41.1
Existing-1,1,2.5264,1.5834,62.6262,131.52
WithNew-1,1,3.1479,1.6221,62.6262,131.52
WithNew-2,1,3.1609,1.6469,62.6262,131.52
Existing-1,1,2.1426,1.7699,61.4555,106.86
WithNew-2,1,2.1606,1.5382,35.3044,312.36
WithNew-1,1,2.5533,1.6565,61.4555,106.86
