Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.1811,1.7341,57.8413,106.86
WithNew-2,1,2.5822,1.6607,57.8413,106.86
WithNew-1,1,2.7202,1.6604,57.8413,106.86
Existing-1,1,0.5432,1.9637,6.8019,82.2
WithNew-1,1,0.9096,1.7331,6.8019,82.2
WithNew-2,1,2.4268,1.6499,57.8413,106.86
Existing-1,1,0.5267,1.9766,6.8019,82.2
WithNew-1,1,0.8544,1.7997,6.8019,82.2
WithNew-2,1,2.2636,1.6994,60.5415,123.3
Existing-1,1,0.7269,1.7239,11.7294,106.86
WithNew-1,1,0.9869,1.9502,11.7294,106.86
WithNew-2,1,1.2203,1.8342,26.1889,73.98
Existing-1,1,0.6411,1.9473,11.7294,106.86
WithNew-2,1,0.815,1.8539,11.7294,106.86
WithNew-1,1,0.933,1.808,11.7294,106.86
Existing-1,1,1.3397,1.8783,35.3044,312.36
WithNew-1,1,1.5993,1.8177,35.3044,312.36
WithNew-2,1,1.6793,1.8182,35.3044,312.36
Existing-1,1,2.2018,1.7521,57.8413,106.86
WithNew-2,1,1.2561,1.9405,16.2015,41.1
WithNew-1,1,2.2825,1.7585,57.8413,106.86
Existing-1,1,2.4241,1.6983,62.6262,131.52
WithNew-2,1,0.8949,1.9664,6.8019,82.2
WithNew-1,1,2.5189,1.7571,62.6262,131.52
Existing-1,1,2.3413,1.7898,61.4555,106.86
WithNew-1,1,3.058,1.7658,61.4555,106.86
WithNew-2,1,3.0612,1.7757,61.4555,106.86
Existing-1,1,1.4515,1.8921,35.3044,312.36
WithNew-2,1,0.684,1.9769,6.8019,82.2
WithNew-1,1,1.5563,1.8567,35.3044,312.36
