Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.1944,1.7113,57.8413,106.86
WithNew-2,1,0.8788,1.9185,6.8019,82.2
WithNew-1,1,2.3717,1.5061,57.8413,106.86
Existing-1,1,2.2314,1.7094,62.6262,131.52
WithNew-2,1,1.1766,1.6771,11.7294,106.86
WithNew-1,1,2.4135,1.6792,62.6262,131.52
Existing-1,1,1.3769,1.8463,35.3044,312.36
WithNew-1,1,2.3413,1.6685,35.3044,312.36
WithNew-2,1,2.5344,1.6641,62.6262,131.52
Existing-1,1,2.4058,1.7354,60.5415,123.3
WithNew-2,1,3.3504,1.7022,62.6262,131.52
WithNew-1,1,3.355,1.7026,60.5415,123.3
Existing-1,1,0.7853,1.7887,16.2015,41.1
WithNew-1,1,1.0864,1.911,16.2015,41.1
WithNew-2,1,2.6629,1.7229,60.5415,123.3
Existing-1,1,2.237,1.5238,57.8413,106.86
WithNew-2,1,1.083,1.7885,16.2015,41.1
WithNew-1,1,2.5429,1.7201,57.8413,106.86
Existing-1,1,0.9079,1.8775,16.2015,41.1
WithNew-2,1,0.8209,1.8873,6.8019,82.2
WithNew-1,1,0.9846,1.6111,16.2015,41.1
Existing-1,1,1.3756,1.8345,35.3044,312.36
WithNew-1,1,2.0992,1.6281,35.3044,312.36
WithNew-2,1,2.3041,1.7161,60.5415,123.3
Existing-1,1,1.3816,1.7781,35.3044,312.36
WithNew-1,1,2.3695,1.7797,35.3044,312.36
WithNew-2,1,2.5642,1.5906,62.6262,131.52
Existing-1,1,2.3311,1.6544,57.8413,106.86
WithNew-1,1,2.7352,1.8003,57.8413,106.86
WithNew-2,1,3.0868,1.8401,62.6262,131.52
