Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.6382,1.9001,11.7294,106.86
WithNew-1,1,1.3656,1.874,11.7294,106.86
WithNew-2,1,2.5922,1.6074,62.6262,131.52
Existing-1,1,2.3622,1.5437,57.8413,106.86
WithNew-2,1,0.9985,1.8318,11.7294,106.86
WithNew-1,1,2.4392,1.57,57.8413,106.86
Existing-1,1,1.2013,1.7701,26.1889,73.98
WithNew-2,1,1.0279,1.9891,6.8019,82.2
WithNew-1,1,1.2909,1.9707,26.1889,73.98
Existing-1,1,0.6387,1.8967,11.7294,106.86
WithNew-1,1,1.0992,1.9163,11.7294,106.86
WithNew-2,1,2.7043,1.7771,61.4555,106.86
Existing-1,1,0.6354,1.9625,6.8019,82.2
WithNew-1,1,1.131,1.9259,6.8019,82.2
WithNew-2,1,1.3873,1.8445,26.1889,73.98
Existing-1,1,1.1439,1.8593,26.1889,73.98
WithNew-2,1,1.1047,1.9931,11.7294,106.86
WithNew-1,1,1.4704,1.7751,26.1889,73.98
Existing-1,1,0.5431,1.9875,6.8019,82.2
WithNew-1,1,0.6541,1.7163,6.8019,82.2
WithNew-2,1,0.8465,1.6374,11.7294,106.86
Existing-1,1,0.881,1.836,16.2015,41.1
WithNew-2,1,0.7945,1.9787,6.8019,82.2
WithNew-1,1,0.9532,1.9158,16.2015,41.1
Existing-1,1,0.5367,1.8891,6.8019,82.2
WithNew-1,1,0.6614,1.9386,6.8019,82.2
WithNew-2,1,2.4771,1.8276,60.5415,123.3
Existing-1,1,0.6529,1.8665,11.7294,106.86
WithNew-1,1,0.7935,1.9166,11.7294,106.86
WithNew-2,1,1.5724,1.7663,35.3044,312.36
