Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.3736,1.6214,61.4555,106.86
WithNew-1,1,3.0178,1.6813,61.4555,106.86
WithNew-2,1,3.3895,1.7335,61.4555,106.86
Existing-1,1,2.3209,1.7042,62.6262,131.52
WithNew-1,1,3.4491,1.6084,62.6262,131.52
WithNew-2,1,3.4567,1.6528,62.6262,131.52
Existing-1,1,2.4091,1.321,57.8413,106.86
WithNew-1,1,2.9004,1.3042,57.8413,106.86
WithNew-2,1,3.2162,1.3534,57.8413,106.86
Existing-1,1,1.4333,1.4274,35.3044,312.36
WithNew-1,1,1.7794,1.4703,35.3044,312.36
WithNew-2,1,1.8177,1.4604,35.3044,312.36
Existing-1,1,2.3655,1.3409,57.8413,106.86
WithNew-1,1,2.9103,1.513,57.8413,106.86
WithNew-2,1,3.458,1.4584,57.8413,106.86
Existing-1,1,1.3648,1.4651,26.1889,73.98
WithNew-1,1,1.5392,1.7227,26.1889,73.98
WithNew-2,1,1.8317,1.6142,26.1889,73.98
Existing-1,1,0.6841,1.9366,11.7294,106.86
WithNew-2,1,0.8447,1.8892,11.7294,106.86
WithNew-1,1,0.9861,1.797,11.7294,106.86
Existing-1,1,0.8839,1.7281,16.2015,41.1
WithNew-1,1,1.099,1.7293,16.2015,41.1
WithNew-2,1,1.2493,1.6656,16.2015,41.1
Existing-1,1,1.3723,1.624,26.1889,73.98
WithNew-2,1,1.5752,1.5666,26.1889,73.98
WithNew-1,1,1.7962,1.5469,26.1889,73.98
Existing-1,1,1.4752,1.4219,35.3044,312.36
WithNew-1,1,1.8525,1.8522,35.3044,312.36
WithNew-2,1,1.9241,1.922,35.3044,312.36
Existing-1,1,2.3701,1.4499,61.4555,106.86
WithNew-1,1,3.3558,1.48,61.4555,106.86
WithNew-2,1,3.3655,1.4559,61.4555,106.86
