Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,1.1959,1.7235,26.1889,73.98
WithNew-1,1,1.6511,1.7507,26.1889,73.98
WithNew-2,1,2.6254,1.6876,61.4555,106.86
Existing-1,1,1.2099,1.8813,26.1889,73.98
WithNew-1,1,1.484,1.7812,26.1889,73.98
WithNew-2,1,2.5843,1.7592,62.6262,131.52
Existing-1,1,0.6369,1.9294,6.8019,82.2
WithNew-1,1,0.7081,1.8358,6.8019,82.2
WithNew-2,1,2.384,1.7561,62.6262,131.52
Existing-1,1,2.2815,1.6719,61.4555,106.86
WithNew-1,1,3.1743,1.6188,61.4555,106.86
WithNew-2,1,3.2015,1.6587,57.8413,106.86
Existing-1,1,0.5514,1.9489,6.8019,82.2
WithNew-1,1,0.7192,2.0117,6.8019,82.2
WithNew-2,1,2.4985,1.6502,60.5415,123.3
Existing-1,1,1.4358,1.6906,35.3044,312.36
WithNew-1,1,2.1243,1.6548,35.3044,312.36
WithNew-2,1,2.5836,1.5932,62.6262,131.52
Existing-1,1,2.1294,1.7845,60.5415,123.3
WithNew-2,1,1.0659,1.8733,11.7294,106.86
WithNew-1,1,2.2538,1.6607,60.5415,123.3
Existing-1,1,0.5407,2.0368,6.8019,82.2
WithNew-1,1,0.9066,1.9552,6.8019,82.2
WithNew-2,1,2.3907,1.7636,60.5415,123.3
Existing-1,1,2.344,1.8199,57.8413,106.86
WithNew-2,1,1.894,1.8176,26.1889,73.98
WithNew-1,1,2.5593,1.6983,57.8413,106.86
Existing-1,1,2.0964,1.7279,57.8413,106.86
WithNew-2,1,1.0083,1.9533,11.7294,106.86
WithNew-1,1,2.4054,1.8577,57.8413,106.86
