Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,1.2605,1.6311,26.1889,73.98
WithNew-2,1,1.4019,1.6745,16.2015,41.1
WithNew-1,1,1.5721,1.6013,26.1889,73.98
Existing-1,1,2.3277,1.5723,62.6262,131.52
WithNew-2,1,2.6834,1.495,57.8413,106.86
WithNew-1,1,2.9812,1.4968,62.6262,131.52
Existing-1,1,0.6444,1.7885,11.7294,106.86
WithNew-1,1,0.8631,1.7094,11.7294,106.86
WithNew-2,1,0.9102,1.7825,11.7294,106.86
Existing-1,1,2.1671,1.5427,61.4555,106.86
WithNew-2,1,3.1389,1.5424,60.5415,123.3
WithNew-1,1,3.3106,1.5258,61.4555,106.86
Existing-1,1,0.6388,1.7738,6.8019,82.2
WithNew-1,1,0.707,1.7331,6.8019,82.2
WithNew-2,1,0.9933,1.746,16.2015,41.1
Existing-1,1,2.1702,1.8478,62.6262,131.52
WithNew-1,1,3.1719,1.717,62.6262,131.52
WithNew-2,1,3.1754,1.7172,62.6262,131.52
Existing-1,1,2.4089,1.4786,62.6262,131.52
WithNew-1,1,3.3697,1.577,62.6262,131.52
WithNew-2,1,3.5182,1.4943,62.6262,131.52
Existing-1,1,2.4245,1.4004,61.4555,106.86
WithNew-1,1,3.0756,1.6937,61.4555,106.86
WithNew-2,1,3.4429,1.7033,61.4555,106.86
Existing-1,1,0.543,1.8094,6.8019,82.2
WithNew-1,1,0.7128,1.8772,6.8019,82.2
WithNew-2,1,1.4356,1.6937,26.1889,73.98
Existing-1,1,2.2346,1.5958,57.8413,106.86
WithNew-2,1,0.9932,1.8709,16.2015,41.1
WithNew-1,1,2.5076,1.5443,57.8413,106.86
