Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.1784,1.8287,61.4555,106.86
WithNew-2,1,1.1317,1.9707,16.2015,41.1
WithNew-1,1,2.344,1.4247,61.4555,106.86
Existing-1,1,0.735,1.894,11.7294,106.86
WithNew-1,1,0.9655,1.8594,11.7294,106.86
WithNew-2,1,2.3102,1.4811,57.8413,106.86
Existing-1,1,0.7917,1.9383,16.2015,41.1
WithNew-1,1,0.9551,1.9927,16.2015,41.1
WithNew-2,1,2.3823,1.4957,57.8413,106.86
Existing-1,1,2.0948,1.5653,57.8413,106.86
WithNew-2,1,1.5172,1.7158,26.1889,73.98
WithNew-1,1,2.3114,1.4062,57.8413,106.86
Existing-1,1,2.2172,1.8396,57.8413,106.86
WithNew-1,1,2.2633,1.6769,57.8413,106.86
WithNew-2,1,2.2928,1.7647,35.3044,312.36
Existing-1,1,2.311,1.8585,60.5415,123.3
WithNew-2,1,0.9247,1.8355,6.8019,82.2
WithNew-1,1,2.4135,1.5697,60.5415,123.3
Existing-1,1,0.6487,1.8095,11.7294,106.86
WithNew-1,1,1.0181,1.9156,11.7294,106.86
WithNew-2,1,1.2072,1.3761,26.1889,73.98
Existing-1,1,1.4748,1.7738,35.3044,312.36
WithNew-2,1,1.8311,1.7878,35.3044,312.36
WithNew-1,1,1.9273,1.9074,35.3044,312.36
Existing-1,1,2.3291,1.7179,60.5415,123.3
WithNew-1,1,2.717,1.8169,60.5415,123.3
WithNew-2,1,2.8794,1.4986,35.3044,312.36
Existing-1,1,2.3245,1.8199,57.8413,106.86
WithNew-1,1,2.4881,1.6981,57.8413,106.86
WithNew-2,1,2.7841,1.6608,35.3044,312.36
