Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,0.6325,1.7544,6.8019,82.2
WithNew-1,1,0.734,1.8632,6.8019,82.2
WithNew-2,1,0.8452,1.8833,6.8019,82.2
Existing-1,1,2.5313,1.5794,60.5415,123.3
WithNew-2,1,3.2402,1.58,60.5415,123.3
WithNew-1,1,3.2488,1.5491,60.5415,123.3
Existing-1,1,2.3352,1.5525,57.8413,106.86
WithNew-1,1,2.8831,1.7363,57.8413,106.86
WithNew-2,1,3.2729,1.6321,57.8413,106.86
Existing-1,1,0.862,1.7914,16.2015,41.1
WithNew-2,1,1.0272,1.748,16.2015,41.1
WithNew-1,1,1.2574,1.6707,16.2015,41.1
Existing-1,1,0.9905,1.8236,16.2015,41.1
WithNew-1,1,1.0758,1.7615,16.2015,41.1
WithNew-2,1,1.2637,1.8052,16.2015,41.1
Existing-1,1,2.4519,1.6095,62.6262,131.52
WithNew-1,1,2.967,1.778,62.6262,131.52
WithNew-2,1,3.2298,1.7115,62.6262,131.52
Existing-1,1,0.6803,1.8874,11.7294,106.86
WithNew-1,1,0.8782,1.8339,11.7294,106.86
WithNew-2,1,1.0148,1.6987,11.7294,106.86
Existing-1,1,2.54,1.6775,62.6262,131.52
WithNew-2,1,3.2764,1.7172,62.6262,131.52
WithNew-1,1,3.288,1.6944,62.6262,131.52
Existing-1,1,0.583,1.888,6.8019,82.2
WithNew-1,1,0.7322,1.8876,6.8019,82.2
WithNew-2,1,0.8746,1.7838,6.8019,82.2
Existing-1,1,2.2812,1.6851,57.8413,106.86
WithNew-2,1,3.0789,1.5187,57.8413,106.86
WithNew-1,1,3.0918,1.4769,57.8413,106.86
Existing-1,1,1.0019,1.7917,16.2015,41.1
WithNew-2,1,1.0274,1.8115,16.2015,41.1
WithNew-1,1,1.2126,1.696,16.2015,41.1
