Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.4197,1.6417,62.6262,131.52
WithNew-2,1,1.4082,1.8219,16.2015,41.1
WithNew-1,1,2.6822,1.7262,62.6262,131.52
Existing-1,1,1.348,1.7914,35.3044,312.36
WithNew-1,1,2.1328,1.5986,35.3044,312.36
WithNew-2,1,2.6449,1.6031,60.5415,123.3
Existing-1,1,1.4397,1.697,35.3044,312.36
WithNew-1,1,2.4448,1.6751,35.3044,312.36
WithNew-2,1,2.5764,1.5732,57.8413,106.86
Existing-1,1,1.3731,1.8258,35.3044,312.36
WithNew-2,1,2.0461,1.6528,35.3044,312.36
WithNew-1,1,2.1048,1.66,35.3044,312.36
Existing-1,1,1.3928,1.8855,35.3044,312.36
WithNew-1,1,2.1975,1.7558,35.3044,312.36
WithNew-2,1,2.4578,1.6854,62.6262,131.52
Existing-1,1,0.8858,1.8913,16.2015,41.1
WithNew-1,1,1.1044,2.0454,16.2015,41.1
WithNew-2,1,2.6416,1.8477,61.4555,106.86
Existing-1,1,1.1984,1.7352,26.1889,73.98
WithNew-1,1,1.6766,1.8442,26.1889,73.98
WithNew-2,1,2.5706,1.7294,61.4555,106.86
Existing-1,1,2.3643,1.7498,62.6262,131.52
WithNew-2,1,2.7293,1.6464,60.5415,123.3
WithNew-1,1,2.877,1.5915,62.6262,131.52
Existing-1,1,2.5051,1.8602,62.6262,131.52
WithNew-2,1,2.6757,1.6727,57.8413,106.86
WithNew-1,1,3.1419,1.5988,62.6262,131.52
Existing-1,1,1.2054,1.7546,26.1889,73.98
WithNew-2,1,1.1691,1.9009,16.2015,41.1
WithNew-1,1,1.3683,1.6896,26.1889,73.98
