Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,1,2.4533,1.6069,61.4555,106.86
WithNew-2,1,2.9756,1.6575,60.5415,123.3
WithNew-1,1,2.982,1.6086,61.4555,106.86
Existing-1,1,2.334,1.7868,60.5415,123.3
WithNew-2,1,1.0877,1.9373,11.7294,106.86
WithNew-1,1,2.5671,1.6203,60.5415,123.3
Existing-1,1,2.208,1.8024,61.4555,106.86
WithNew-2,1,2.7692,1.7262,57.8413,106.86
WithNew-1,1,3.1308,1.8271,61.4555,106.86
Existing-1,1,2.4082,1.7695,60.5415,123.3
WithNew-2,1,0.9034,1.9342,6.8019,82.2
WithNew-1,1,2.3851,1.8108,60.5415,123.3
Existing-1,1,0.636,1.9585,11.7294,106.86
WithNew-1,1,0.8899,1.9089,11.7294,106.86
WithNew-2,1,1.6556,1.7916,35.3044,312.36
Existing-1,1,2.0988,1.3781,57.8413,106.86
WithNew-2,1,1.4461,1.7788,26.1889,73.98
WithNew-1,1,2.428,1.5906,57.8413,106.86
Existing-1,1,1.4576,1.7772,35.3044,312.36
WithNew-2,1,2.2675,1.8121,57.8413,106.86
WithNew-1,1,2.2572,1.783,35.3044,312.36
Existing-1,1,2.3409,1.7029,60.5415,123.3
WithNew-1,1,2.9807,1.6777,60.5415,123.3
WithNew-2,1,2.9773,1.6692,62.6262,131.52
Existing-1,1,2.091,1.7733,57.8413,106.86
WithNew-1,1,3.0733,1.587,57.8413,106.86
WithNew-2,1,3.0815,1.5689,57.8413,106.86
Existing-1,1,2.3314,1.8046,57.8413,106.86
WithNew-2,1,2.9972,1.6619,62.6262,131.52
WithNew-1,1,3.0253,1.6656,57.8413,106.86
